time,x,y,z,roll,pitch,yaw
46,3.095,0.3824005126953125,0.97637939453125,-0.4249725341796875,3.567603588104248,5.33783483505249,6.499385833740234
47,3.145,-1.24456787109375,0.1618194580078125,0.76666259765625,0.7040247321128845,5.1806321144104,5.099101543426514
48,3.195,-0.9225006103515625,0.0824127197265625,0.0103759765625,-1.2051280736923218,1.7537810802459717,2.6800222396850586
49,3.244,-1.2657623291015625,-0.5045013427734375,-0.2051544189453125,-1.3447104692459106,1.6331180334091187,1.3918484449386597
50,3.294,-1.0339813232421875,-0.557952880859375,-0.797454833984375,-2.590182304382324,-0.07042436301708221,-1.5772784948349
51,3.394,-0.6320037841796875,-0.715362548828125,-2.42791748046875,-1.7143117189407349,-1.99794340133667,-4.057136058807373
52,3.444,-0.0725250244140625,-0.7464752197265625,-2.6359405517578125,1.4385583400726318,-2.9686107635498047,-3.7443833351135254
53,3.543,0.9681854248046875,-0.33087158203125,-1.390625,1.7785942554473877,0.4907422959804535,-3.7593634128570557
54,3.593,1.0811614990234375,-0.017852783203125,-0.5978546142578125,0.03976206108927727,1.6592696905136108,-2.1338961124420166
55,3.643,1.6508026123046875,0.733917236328125,-0.728302001953125,0.6045170426368713,2.9768624305725098,0.2578616440296173
56,3.693,0.8359832763671875,0.4795989990234375,0.3084564208984375,-0.3599448502063751,2.13576602935791,2.232769250869751
57,3.793,-0.7421875,0.2128753662109375,0.3231353759765625,-2.6511735916137695,0.5083372592926025,3.1548216342926025
58,3.842,-1.0821685791015625,-0.0526580810546875,-0.453643798828125,-2.7105371952056885,-1.3040002584457397,2.6741671562194824
59,3.892,-1.578338623046875,-0.7932891845703125,-1.0910491943359375,-3.828702449798584,0.03979108855128288,-0.11356384307146072
60,3.942,-1.2890777587890625,-0.9576263427734375,-2.4459686279296875,-1.887451171875,-0.6134412884712219,-1.4214520454406738
61,3.992,-0.511749267578125,-0.981658935546875,-2.874053955078125,-0.10908147692680359,-0.41832268238067627,-3.3725600242614746
62,4.042,0.58026123046875,-0.4424896240234375,-3.005126953125,2.35599684715271,0.2808830738067627,-3.126161575317383
63,4.092,1.4445648193359375,0.4226226806640625,-1.726898193359375,3.584275722503662,0.9933249950408936,-2.4355173110961914
64,4.141,1.4882659912109375,0.3155670166015625,-0.4934539794921875,2.575620412826538,1.4937012195587158,-0.3919006586074829
65,4.191,1.2795257568359375,0.312408447265625,0.511566162109375,1.008752703666687,0.9452333450317383,0.9540936946868896
66,4.241,0.5057373046875,0.5535125732421875,0.609619140625,-0.279365599155426,-0.36071157455444336,2.493858575820923
67,4.291,-0.41766357421875,0.5549468994140625,0.490753173828125,-0.6371082663536072,-2.3196425437927246,2.719520330429077
68,4.341,-0.7062835693359375,0.1826934814453125,-0.4758453369140625,2.3854010105133057,-5.928208827972412,1.4177747964859009
69,4.391,-0.860107421875,-0.4327545166015625,-0.00787353515625,11.428377151489258,-13.454556465148926,0.29005447030067444
70,4.44,-0.5809326171875,-1.3640899658203125,0.906982421875,8.105966567993164,-10.278787612915039,-1.8163189888000488
71,4.49,-0.070526123046875,-0.5963897705078125,0.88287353515625,6.651027679443359,-1.6333556175231934,0.7552335858345032
72,4.54,-0.3424530029296875,-0.38751220703125,1.6819915771484375,6.215639114379883,-1.7159050703048706,-0.6155042052268982
73,4.59,-0.1443634033203125,-0.26385498046875,2.2863922119140625,4.466320991516113,0.5636535286903381,-1.4667372703552246
74,4.64,-1.0638275146484375,-0.754608154296875,1.609588623046875,0.8432249426841736,2.590501070022583,-0.8014716506004333
75,4.739,-0.1694488525390625,-0.111785888671875,1.060211181640625,-1.378693699836731,5.323675155639648,-3.06038761138916
76,4.789,-0.0325927734375,-0.02557373046875,1.603271484375,-1.975470781326294,4.486340045928955,-2.2275798320770264
77,4.939,-0.088623046875,0.79547119140625,0.60467529296875,-9.1477689743042,5.206549167633057,-3.8235857486724854
78,4.989,0.3563079833984375,0.8149261474609375,0.000946044921875,-10.497230529785156,6.123626708984375,-2.2285494804382324
79,5.038,0.6489410400390625,1.2155914306640625,-2.061004638671875,-6.454029083251953,0.771380603313446,-2.2116096019744873
80,5.088,-0.1412200927734375,0.6150360107421875,-1.8582611083984375,-1.9097120761871338,-1.7228175401687622,-1.2063193321228027
81,5.188,-0.580780029296875,-0.290069580078125,-1.59454345703125,-0.047331295907497406,-0.3579525351524353,-1.9760996103286743
82,5.288,-0.206207275390625,-0.8850250244140625,-1.6575469970703125,2.262967348098755,0.8625339269638062,-2.871696949005127
83,5.337,0.4893035888671875,-0.327972412109375,-1.2463531494140625,4.020855903625488,0.21683964133262634,-3.105271816253662
84,5.387,0.7664794921875,-0.2598724365234375,-0.5747833251953125,2.8020589351654053,1.7395190000534058,-2.5432989597320557
85,5.487,1.1927642822265625,-0.4195709228515625,-0.068817138671875,-0.5399556159973145,1.3103759288787842,1.083404779434204
86,5.587,0.6736602783203125,-0.1942901611328125,-0.14886474609375,0.140245258808136,0.35337430238723755,1.665010690689087
87,5.636,0.2616424560546875,0.3249969482421875,-0.218048095703125,-2.4837539196014404,-0.5440167188644409,2.0709292888641357
88,5.686,-0.7180938720703125,0.491363525390625,-0.221343994140625,-1.6043514013290405,-1.230453372001648,0.629191517829895
89,5.736,-0.2077789306640625,0.8439178466796875,-0.61273193359375,-1.2729203701019287,-0.9192829728126526,1.8281010389328003
90,5.786,-0.867706298828125,0.4688720703125,-1.126068115234375,-2.816990613937378,-0.391558438539505,1.4280284643173218
91,5.836,-0.8784637451171875,-0.134002685546875,-1.2059173583984375,0.5588153600692749,-1.5424922704696655,0.9537805318832397
92,6.035,-0.7376861572265625,-0.000579833984375,-1.8571319580078125,-1.4184397459030151,-0.18920160830020905,0.5234426856040955
93,6.135,-0.185455322265625,0.0846099853515625,-2.7663726806640625,2.3128249645233154,1.572123408317566,-1.867559552192688
94,6.185,-0.0773162841796875,-0.691314697265625,-1.2163238525390625,1.0690112113952637,1.341408133506775,-2.5738325119018555
95,6.234,0.624298095703125,-0.284912109375,-1.3357086181640625,2.1720218658447266,1.2623839378356934,-2.6180787086486816
96,6.334,1.0607757568359375,-0.0731048583984375,-0.641754150390625,2.2437682151794434,2.289222478866577,-0.4188222885131836
97,6.434,0.79351806640625,-0.1284637451171875,0.158966064453125,0.08574952185153961,2.212599992752075,2.252016067504883
98,6.583,0.0451507568359375,0.05340576171875,0.0561370849609375,-1.840377688407898,1.2462680339813232,1.1131232976913452
99,6.733,-0.6134490966796875,-0.1115875244140625,-0.5921173095703125,-1.4187763929367065,-2.3215136528015137,1.2232308387756348
100,6.832,-0.8272552490234375,-0.3874053955078125,-1.4814300537109375,-0.9784722924232483,-2.475592613220215,-0.7995176911354065
101,6.932,-0.2886199951171875,-0.3433074951171875,-1.7461090087890625,-0.9274213314056396,-0.602820098400116,-0.8086432814598083
102,7.032,0.385589599609375,-0.542999267578125,-1.4780731201171875,-1.0343382358551025,1.1715823411941528,-0.5345292091369629
103,7.131,0.6567535400390625,-0.304290771484375,-0.779754638671875,-0.9460536241531372,0.38512930274009705,-0.2529475688934326
104,7.281,0.4805145263671875,0.4877166748046875,-0.0709228515625,-4.235352993011475,-0.3468879163265228,-0.9015029072761536
105,7.331,0.174835205078125,0.6268157958984375,-1.432342529296875,-2.0683090686798096,-4.291071891784668,-0.327821284532547
106,7.53,-0.381622314453125,0.3036041259765625,-1.1143951416015625,1.2408061027526855,-0.1463196575641632,-0.46890702843666077
107,7.779,0.13726806640625,-0.303466796875,-0.7005462646484375,-0.014813301153481007,-0.9371415972709656,0.2019035667181015
108,7.929,-0.0513763427734375,0.0573577880859375,-1.2574005126953125,-0.35778743028640747,-0.3951883316040039,-1.6553910970687866
