time,x,y,z,roll,pitch,yaw
0,0.005,-0.122589111328125,-0.5016021728515625,-0.694915771484375,0.08468852192163467,-0.12322339415550232,0.05739777907729149
1,0.404,-0.573516845703125,-0.55316162109375,-1.4234771728515625,-0.8164434432983398,1.2557950019836426,-0.21467235684394836
2,0.504,0.061004638671875,-0.73443603515625,-1.242919921875,0.913199245929718,2.1220719814300537,-0.3638400137424469
3,0.553,0.394256591796875,-0.8456878662109375,-0.6418609619140625,1.1375607252120972,1.5625953674316406,-0.3852102756500244
4,0.603,0.9553985595703125,-0.60968017578125,-0.5506744384765625,0.16592052578926086,2.568171977996826,-0.1817476898431778
5,0.653,1.011383056640625,-0.3730010986328125,0.5632476806640625,1.1916508674621582,0.18204836547374725,0.7493887543678284
6,0.703,0.469573974609375,0.26129150390625,0.694915771484375,-0.9583315849304199,-0.19453006982803345,0.5608766078948975
7,0.753,-0.46795654296875,0.37664794921875,0.8260345458984375,-2.8003334999084473,-2.0626473426818848,0.6782176494598389
8,0.803,-0.9691162109375,0.31390380859375,-1.1199493408203125,-2.3924734592437744,-2.395864486694336,0.059064652770757675
9,0.902,-0.832977294921875,-0.207733154296875,-1.826324462890625,-1.7015913724899292,0.15070189535617828,-0.9250559210777283
10,0.952,-0.2070770263671875,-0.2665252685546875,-2.2244720458984375,-2.087266683578491,1.0072295665740967,-1.693016529083252
11,1.002,0.5583953857421875,-0.052032470703125,-2.713226318359375,0.8708571195602417,1.4684529304504395,-1.3790297508239746
12,1.052,1.1688385009765625,0.1876068115234375,-1.9135284423828125,2.5526936054229736,1.1484408378601074,-1.4187703132629395
13,1.102,1.168792724609375,0.446075439453125,-1.27130126953125,4.615348815917969,-0.9253049492835999,-0.3748857378959656
14,1.151,1.1945343017578125,0.4900054931640625,-0.5216827392578125,6.914404392242432,-3.8346242904663086,0.16613943874835968
15,1.251,0.5425567626953125,0.649810791015625,0.572601318359375,11.316497802734375,-10.245417594909668,1.4903267621994019
16,1.301,0.379974365234375,1.1560821533203125,0.4798736572265625,12.096226692199707,-7.48138952255249,2.563812732696533
17,1.351,-0.021697998046875,0.0348968505859375,2.115966796875,5.58901834487915,-4.298734664916992,0.08651624619960785
18,1.401,-0.059539794921875,0.3469390869140625,1.188720703125,-0.5462188720703125,1.9083884954452515,-1.333620548248291
19,1.45,-0.194244384765625,-0.29998779296875,2.0390167236328125,-5.049514293670654,6.26481294631958,-0.3992336690425873
20,1.5,-0.534088134765625,-0.36749267578125,1.3910675048828125,-9.975321769714355,8.953993797302246,-0.5230671763420105
21,1.55,-1.065155029296875,-1.060333251953125,-0.16717529296875,-7.221146106719971,9.245773315429688,-0.29783356189727783
22,1.6,-0.52978515625,-0.9763031005859375,-0.3714141845703125,-8.763031005859375,10.941228866577148,-0.19345387816429138
23,1.65,0.520111083984375,-0.277313232421875,-1.353424072265625,-6.19515323638916,9.074528694152832,0.5461248755455017
24,1.749,-0.3955078125,-0.180389404296875,-1.735992431640625,-2.2871384620666504,2.860934019088745,-0.6523159742355347
25,1.799,-0.5580902099609375,-0.040252685546875,-0.8685455322265625,1.1565754413604736,3.4243457317352295,-4.068270206451416
26,1.849,-0.1632080078125,0.0655975341796875,-0.06353759765625,0.4515722393989563,0.8686264753341675,-6.439513683319092
27,1.899,0.052215576171875,0.45611572265625,-1.2872314453125,3.7320663928985596,-1.9862630367279053,-5.804553985595703
28,1.949,-0.1396484375,1.8578338623046875,-1.10064697265625,8.290506362915039,-4.234715938568115,-8.025359153747559
29,1.999,-0.1424713134765625,1.25341796875,-2.2423553466796875,9.470346450805664,-7.750016212463379,-6.472848892211914
30,2.048,0.24237060546875,0.507843017578125,-1.8804168701171875,10.414495468139648,-7.254609107971191,-6.533333778381348
31,2.098,0.621246337890625,-0.211029052734375,-1.4797210693359375,9.757601737976074,-3.9933695793151855,-3.4932656288146973
32,2.148,0.235626220703125,-0.4472198486328125,-0.3977508544921875,9.145894050598145,-2.2065322399139404,-0.4704063832759857
33,2.198,-0.373199462890625,-0.1843109130859375,0.0735931396484375,7.406370639801025,3.4989941120147705,-1.72852623462677
34,2.298,-0.817657470703125,0.42449951171875,1.2673187255859375,7.4177565574646,2.4832122325897217,-1.2939660549163818
35,2.347,-0.7401580810546875,1.0677642822265625,0.29534912109375,5.066420078277588,5.012737274169922,-1.1472445726394653
36,2.397,-1.8814239501953125,0.280792236328125,1.41021728515625,3.370673179626465,5.149775981903076,-1.9244276285171509
37,2.497,-1.5615386962890625,0.2858734130859375,0.8943634033203125,-2.6313247680664062,7.716200351715088,-6.282498359680176
38,2.597,-1.392730712890625,-0.531494140625,0.509185791015625,-4.048670291900635,7.7476115226745605,-8.751709938049316
39,2.646,-0.5377349853515625,-0.1956329345703125,0.1463623046875,-5.311198711395264,6.796808242797852,-6.218698501586914
40,2.696,-1.186279296875,-0.3879241943359375,0.2834930419921875,-4.449915409088135,4.8777923583984375,-9.47709846496582
41,2.746,0.44696044921875,0.3792266845703125,-0.1607208251953125,-3.0719566345214844,-1.0473158359527588,-6.825387954711914
42,2.796,-0.5167236328125,0.5413360595703125,-1.9553985595703125,2.806988000869751,-6.628848552703857,-7.06628942489624
43,2.846,-0.5179901123046875,1.3156890869140625,-2.1935272216796875,5.39531135559082,-4.371671199798584,-6.86275053024292
44,2.896,0.393157958984375,0.7713623046875,-2.1863555908203125,4.37868595123291,-0.7635469436645508,-2.995426893234253
45,3.045,0.419097900390625,0.546722412109375,-1.04058837890625,1.0163367986679077,6.047497749328613,5.235013008117676
