time, x, y, z
1745502165273, 0.05865478515625, -0.9459228515625, -0.292999267578125
1745502165283, 0.05950927734375, -0.9434967041015625, -0.2931060791015625
1745502165293, 0.07708740234375, -0.9411468505859375, -0.305511474609375
1745502165303, 0.0928192138671875, -0.9405059814453125, -0.31829833984375
1745502165313, 0.091278076171875, -0.94378662109375, -0.3184814453125
1745502165323, 0.0826568603515625, -0.9470062255859375, -0.310882568359375
1745502165333, 0.0724029541015625, -0.949981689453125, -0.3089141845703125
1745502165343, 0.0625457763671875, -0.9513702392578125, -0.31219482421875
1745502165353, 0.055572509765625, -0.9478607177734375, -0.31524658203125
1745502165363, 0.0491943359375, -0.9442596435546875, -0.3194427490234375
1745502165373, 0.048828125, -0.941375732421875, -0.319671630859375
1745502165382, 0.0587310791015625, -0.94189453125, -0.3214111328125
1745502165392, 0.0651092529296875, -0.944732666015625, -0.318084716796875
1745502165402, 0.062896728515625, -0.9478912353515625, -0.3119049072265625
1745502165412, 0.06195068359375, -0.9493255615234375, -0.306976318359375
1745502165422, 0.0633392333984375, -0.9476776123046875, -0.308624267578125
1745502165432, 0.0636749267578125, -0.9475250244140625, -0.31195068359375
1745502165442, 0.0640411376953125, -0.9458465576171875, -0.3128204345703125
1745502165452, 0.0624542236328125, -0.943359375, -0.310943603515625
1745502165462, 0.0551605224609375, -0.9421234130859375, -0.3075714111328125
1745502165472, 0.0524749755859375, -0.9420623779296875, -0.3015594482421875
1745502165482, 0.060150146484375, -0.9397430419921875, -0.3052520751953125
1745502165492, 0.0640716552734375, -0.93988037109375, -0.3157501220703125
1745502165502, 0.0704193115234375, -0.9393463134765625, -0.32318115234375
1745502165512, 0.0758819580078125, -0.940216064453125, -0.3181610107421875
1745502165522, 0.0690155029296875, -0.9431610107421875, -0.312164306640625
1745502165532, 0.064422607421875, -0.9466705322265625, -0.3088226318359375
1745502165542, 0.069427490234375, -0.9483489990234375, -0.31500244140625
1745502165552, 0.0712738037109375, -0.951507568359375, -0.3192901611328125
1745502165562, 0.065155029296875, -0.9533843994140625, -0.3160858154296875
1745502165572, 0.066314697265625, -0.95782470703125, -0.306427001953125
1745502165582, 0.083740234375, -0.9749755859375, -0.312255859375
1745502165592, 0.101776123046875, -1.0037384033203125, -0.3244171142578125
1745502165602, 0.1326904296875, -1.0288238525390625, -0.3115692138671875
1745502165612, 0.1239013671875, -1.0380096435546875, -0.287841796875
1745502165622, 0.1171875, -1.024169921875, -0.26239013671875
1745502165632, 0.127044677734375, -1.0206756591796875, -0.25372314453125
1745502165642, 0.1259307861328125, -1.0417327880859375, -0.3181304931640625
1745502165652, 0.0830535888671875, -1.0557861328125, -0.3858642578125
1745502165662, 0.0286712646484375, -1.0560150146484375, -0.40777587890625
1745502165672, -0.029022216796875, -1.0465240478515625, -0.4063568115234375
1745502165682, -0.0721893310546875, -0.998992919921875, -0.3822479248046875
1745502165691, -0.074737548828125, -0.918182373046875, -0.3880157470703125
1745502165701, -0.1484375, -0.88836669921875, -0.3930511474609375
1745502165711, -0.2598419189453125, -0.8748016357421875, -0.337799072265625
1745502165721, -0.3338470458984375, -0.87872314453125, -0.2332916259765625
1745502165731, -0.3882598876953125, -0.9096832275390625, -0.112274169921875
1745502165741, -0.382659912109375, -0.941558837890625, 0.01776123046875
1745502165751, -0.3396453857421875, -0.9684295654296875, 0.139862060546875
1745502165761, -0.3030853271484375, -0.9815673828125, 0.2775421142578125
1745502165771, -0.2896728515625, -0.9864654541015625, 0.3880615234375
1745502165781, -0.2897796630859375, -0.99322509765625, 0.4275054931640625
1745502165791, -0.2331390380859375, -0.9451446533203125, 0.4276123046875
1745502165801, -0.1087493896484375, -0.8929595947265625, 0.3515472412109375
1745502165811, 0.0175018310546875, -0.8370819091796875, 0.305206298828125
1745502165821, 0.1240234375, -0.7685089111328125, 0.3744049072265625
1745502165831, 0.199127197265625, -0.7024688720703125, 0.4863739013671875
1745502165841, 0.2677764892578125, -0.6512603759765625, 0.621429443359375
1745502165851, 0.31134033203125, -0.626068115234375, 0.7542724609375
1745502165861, 0.28814697265625, -0.6077117919921875, 0.8399658203125
1745502165871, 0.27899169921875, -0.5565948486328125, 0.900390625
1745502165881, 0.292510986328125, -0.508575439453125, 0.8840789794921875
1745502165891, 0.306976318359375, -0.4680938720703125, 0.776123046875
1745502165901, 0.31768798828125, -0.4111175537109375, 0.6747589111328125
1745502165911, 0.34320068359375, -0.341827392578125, 0.6108856201171875
1745502165921, 0.3735504150390625, -0.2910614013671875, 0.5923309326171875
1745502165931, 0.3896331787109375, -0.2311553955078125, 0.6421661376953125
1745502165941, 0.36065673828125, -0.197723388671875, 0.762298583984375

1745502165951, 0.300323486328125, -0.1609344482421875, 1.001800537109375
1745502165961, 0.228790283203125, -0.137725830078125, 1.1117401123046875
1745502165971, 0.2432098388671875, -0.1430511474609375, 1.1562652587890625
1745502165981, 0.2975006103515625, -0.132049560546875, 1.221893310546875
1745502165991, 0.313995361328125, -0.112274169921875, 1.2421722412109375
1745502166001, 0.3317718505859375, -0.087982177734375, 1.241485595703125
1745502166010, 0.376495361328125, -0.087493896484375, 1.2123565673828125
1745502166020, 0.4046783447265625, -0.10626220703125, 1.201446533203125
1745502166030, 0.4179534912109375, -0.131378173828125, 1.23187255859375
1745502166040, 0.4895172119140625, -0.1770477294921875, 1.2312469482421875
1745502166050, 0.562286376953125, -0.240234375, 1.224761962890625
1745502166060, 0.605560302734375, -0.2849884033203125, 1.262939453125
1745502166070, 0.670867919921875, -0.332916259765625, 1.3035888671875
1745502166080, 0.744964599609375, -0.366424560546875, 1.335662841796875
1745502166090, 0.810455322265625, -0.3674163818359375, 1.35906982421875
1745502166100, 0.91107177734375, -0.365692138671875, 1.31732177734375
1745502166110, 0.953399658203125, -0.38482666015625, 1.21502685546875
1745502166120, 0.9647216796875, -0.3761138916015625, 1.1262969970703125
1745502166130, 0.9958648681640625, -0.2994537353515625, 0.9701690673828125
1745502166140, 1.0181732177734375, -0.2337646484375, 0.7719268798828125
1745502166150, 0.9952850341796875, -0.1925811767578125, 0.5911865234375
1745502166160, 0.7862701416015625, -0.177001953125, 0.521514892578125
1745502166170, 0.6230926513671875, -0.164154052734375, 0.5941925048828125
1745502166180, 0.581817626953125, -0.149658203125, 0.7803955078125
1745502166190, 0.7093963623046875, -0.10089111328125, 1.0177154541015625
1745502166200, 0.787811279296875, -0.0986785888671875, 1.16790771484375
1745502166210, 0.62255859375, -0.14166259765625, 1.2129974365234375
1745502166220, 0.4264068603515625, -0.123382568359375, 1.1984710693359375
1745502166230, 0.274200439453125, -0.0615692138671875, 1.0775299072265625
1745502166240, 0.2315673828125, 0.013519287109375, 0.90191650390625
1745502166250, 0.291015625, 0.044891357421875, 0.7767791748046875
1745502166260, 0.265350341796875, 0.0062103271484375, 0.783905029296875
1745502166270, 0.093505859375, -0.0025177001953125, 0.9836578369140625
1745502166280, -0.1729888916015625, -0.011962890625, 1.1864166259765625
1745502166290, -0.25225830078125, -0.0326385498046875, 1.2520294189453125
1745502166300, -0.2404937744140625, -0.0307769775390625, 1.262908935546875
1745502166310, -0.2312164306640625, -0.0796051025390625, 1.222686767578125
1745502166319, -0.253997802734375, -0.144775390625, 1.1882476806640625
1745502166329, -0.4858245849609375, -0.179718017578125, 1.2261810302734375
1745502166339, -0.61541748046875, -0.2707672119140625, 1.2291412353515625
1745502166349, -0.7371673583984375, -0.308380126953125, 1.1737060546875
1745502166359, -0.9681854248046875, -0.3490447998046875, 1.2153778076171875
1745502166369, -1.2182159423828125, -0.2211761474609375, 1.2906951904296875
1745502166379, -1.6478729248046875, 0.0639495849609375, 1.401092529296875
1745502166389, -2.3971710205078125, 0.5458831787109375, 1.4572906494140625
1745502166399, -3.116546630859375, 1.051727294921875, 1.21844482421875
1745502166409, -3.532440185546875, 1.2682037353515625, 0.5216064453125
1745502166419, -3.3191375732421875, 1.02142333984375, -0.417266845703125
1745502166429, -2.420074462890625, 0.73291015625, -0.96392822265625
1745502166439, -1.4450225830078125, 0.3845977783203125, -0.735321044921875
1745502166449, -0.6997222900390625, 0.094085693359375, 0.03729248046875
1745502166459, -0.15875244140625, -0.2497406005859375, 0.9728851318359375
1745502166469, 0.3019866943359375, -0.575714111328125, 1.894256591796875
1745502166479, 0.7627105712890625, -0.7973785400390625, 2.3805084228515625
1745502166489, 0.966339111328125, -0.98785400390625, 2.2990875244140625
1745502166499, 0.7884368896484375, -0.9954681396484375, 1.96649169921875
1745502166509, 0.3222503662109375, -0.830047607421875, 1.6153564453125
1745502166519, -0.1616363525390625, -0.6596221923828125, 1.2734527587890625
1745502166529, -0.5023040771484375, -0.506591796875, 0.9534759521484375
1745502166539, -0.67047119140625, -0.3862762451171875, 0.697998046875
1745502166549, -0.7098388671875, -0.3589324951171875, 0.5751800537109375
1745502166559, -0.7809295654296875, -0.3807220458984375, 0.6817169189453125
1745502166569, -0.82781982421875, -0.4638519287109375, 0.9385223388671875
1745502166579, -0.9210205078125, -0.6079559326171875, 1.212005615234375
1745502166589, -1.125274658203125, -0.784210205078125, 1.404022216796875
1745502166599, -1.293914794921875, -0.960479736328125, 1.447723388671875
1745502166609, -1.4986572265625, -0.9537353515625, 1.4833221435546875
1745502166619, -1.8171539306640625, -0.7473907470703125, 1.4869842529296875
1745502166628, -2.2101898193359375, -0.4329986572265625, 1.3289642333984375
1745502166638, -2.5640106201171875, 0.10302734375, 1.0170745849609375
1745502166648, -2.47784423828125, 0.6669464111328125, 0.4304656982421875
1745502166658, -2.025634765625, 0.9866485595703125, -0.207611083984375
1745502166668, -1.373870849609375, 1.1066436767578125, -0.4547882080078125
1745502166678, -0.4883270263671875, 1.1234283447265625, -0.258087158203125
1745502166688, 0.6733551025390625, 0.97076416015625, 0.0427703857421875
1745502166698, 1.60321044921875, 0.70489501953125, 0.4517822265625
1745502166708, 2.3665618896484375, 0.6112060546875, 0.98382568359375
1745502166718, 2.750030517578125, 0.6894989013671875, 1.1877288818359375
1745502166728, 2.839691162109375, 0.7823638916015625, 0.677520751953125
1745502166738, 2.9852752685546875, 0.8044891357421875, 0.0246124267578125
1745502166748, 2.7697296142578125, 0.611358642578125, -0.2268218994140625
1745502166758, 2.622528076171875, 0.35980224609375, 0.078399658203125
1745502166768, 2.492919921875, -0.011932373046875, 0.6004486083984375
1745502166778, 2.3345184326171875, -0.31817626953125, 1.2014617919921875
1745502166788, 2.1524658203125, -0.5178680419921875, 1.6142425537109375
1745502166798, 1.886444091796875, -0.50848388671875, 1.6738433837890625
1745502166808, 1.6116180419921875, -0.3152008056640625, 1.3973541259765625
1745502166818, 1.40802001953125, -0.0102996826171875, 1.017578125
1745502166828, 1.10333251953125, 0.2198486328125, 0.7518157958984375
1745502166838, 0.789306640625, 0.394775390625, 0.6536102294921875
1745502166848, 0.64825439453125, 0.4668121337890625, 0.566162109375
1745502166858, 0.777130126953125, 0.428863525390625, 0.4848480224609375
1745502166868, 1.0579681396484375, 0.3122711181640625, 0.4844512939453125
1745502166878, 1.2758026123046875, 0.169830322265625, 0.596099853515625
1745502166888, 1.4364013671875, 0.1026611328125, 0.7274627685546875
1745502166898, 1.56585693359375, 0.046783447265625, 0.8201904296875
1745502166908, 1.5000152587890625, 0.0558013916015625, 0.9542388916015625
1745502166918, 1.354827880859375, 0.0920867919921875, 1.0507354736328125
1745502166928, 1.2206573486328125, 0.0707855224609375, 1.0397186279296875
1745502166937, 1.079254150390625, 0.0842132568359375, 1.035430908203125
1745502166947, 0.934326171875, 0.1078338623046875, 1.0272216796875
1745502166957, 0.83380126953125, 0.0289459228515625, 0.9573211669921875
1745502166967, 0.76641845703125, 0.0060882568359375, 0.9413909912109375
1745502166977, 0.662261962890625, 0.0115509033203125, 0.9572906494140625
1745502166987, 0.4837188720703125, -0.036163330078125, 0.9272003173828125
1745502166997, 0.231231689453125, 0.01263427734375, 0.9835662841796875
1745502167007, -0.0504608154296875, 0.0522003173828125, 1.05035400390625
1745502167017, -0.2495269775390625, 0.0407867431640625, 1.0277099609375
1745502167027, -0.4310760498046875, 0.1003570556640625, 0.982879638671875
1745502167037, -0.749908447265625, 0.0542755126953125, 0.913543701171875
1745502167047, -1.043853759765625, 0.03643798828125, 0.9194793701171875
1745502167057, -1.1616668701171875, 0.0527496337890625, 1.0087738037109375
1745502167067, -1.2543792724609375, 0.0409088134765625, 1.1513671875
1745502167077, -1.3328857421875, 0.07330322265625, 1.2926788330078125
1745502167087, -1.405914306640625, 0.10552978515625, 1.3065948486328125
