time, x, y, z
1745502631731, 0.16314697265625, -0.528839111328125, -0.8209991455078125
1745502631741, 0.165924072265625, -0.52667236328125, -0.8253173828125
1745502631751, 0.171112060546875, -0.526702880859375, -0.835418701171875
1745502631761, 0.17236328125, -0.5254669189453125, -0.84002685546875
1745502631771, 0.173797607421875, -0.523468017578125, -0.8450164794921875
1745502631781, 0.1740264892578125, -0.5253448486328125, -0.8476715087890625
1745502631791, 0.1712493896484375, -0.5258331298828125, -0.8479766845703125
1745502631801, 0.1795196533203125, -0.5245513916015625, -0.8500823974609375
1745502631811, 0.1842803955078125, -0.5279998779296875, -0.8550262451171875
1745502631821, 0.186126708984375, -0.528564453125, -0.8569488525390625
1745502631831, 0.183868408203125, -0.5312652587890625, -0.8514862060546875
1745502631841, 0.1851806640625, -0.5315399169921875, -0.8519287109375
1745502631851, 0.1768798828125, -0.533477783203125, -0.8526763916015625
1745502631861, 0.1559906005859375, -0.5348968505859375, -0.8499755859375
1745502631871, 0.147857666015625, -0.5333404541015625, -0.8455963134765625
1745502631881, 0.155426025390625, -0.5287017822265625, -0.8453826904296875
1745502631891, 0.15667724609375, -0.5307769775390625, -0.8404541015625
1745502631901, 0.1531219482421875, -0.532806396484375, -0.8342742919921875
1745502631911, 0.146331787109375, -0.5326690673828125, -0.82513427734375
1745502631920, 0.139373779296875, -0.5341796875, -0.8204345703125
1745502631930, 0.135009765625, -0.5366668701171875, -0.8149261474609375
1745502631940, 0.132568359375, -0.5354156494140625, -0.811920166015625
1745502631950, 0.129791259765625, -0.53521728515625, -0.810699462890625
1745502631960, 0.12200927734375, -0.5355224609375, -0.8092193603515625
1745502631970, 0.1183013916015625, -0.533111572265625, -0.8137969970703125
1745502631980, 0.1151885986328125, -0.5276031494140625, -0.817962646484375
1745502631990, 0.1093902587890625, -0.5246734619140625, -0.823974609375
1745502632000, 0.104217529296875, -0.5213775634765625, -0.829254150390625
1745502632010, 0.096527099609375, -0.5176849365234375, -0.8290252685546875
1745502632020, 0.096160888671875, -0.5145111083984375, -0.8272247314453125
1745502632030, 0.097625732421875, -0.5141448974609375, -0.829742431640625
1745502632040, 0.096405029296875, -0.5155029296875, -0.8347320556640625
1745502632050, 0.088409423828125, -0.511199951171875, -0.83660888671875
1745502632060, 0.07635498046875, -0.51068115234375, -0.8319854736328125
1745502632070, 0.0634918212890625, -0.5089569091796875, -0.8247222900390625
1745502632080, 0.055938720703125, -0.504791259765625, -0.821563720703125
1745502632090, 0.071624755859375, -0.5020599365234375, -0.8227386474609375
1745502632100, 0.0861968994140625, -0.50469970703125, -0.821990966796875
1745502632110, 0.0813446044921875, -0.506317138671875, -0.8260650634765625
1745502632120, 0.07952880859375, -0.5040740966796875, -0.8356170654296875
1745502632130, 0.0782012939453125, -0.5032196044921875, -0.8479461669921875
1745502632140, 0.0744476318359375, -0.5022430419921875, -0.8553009033203125
1745502632150, 0.0738525390625, -0.5040283203125, -0.8595428466796875
1745502632160, 0.0683135986328125, -0.50970458984375, -0.8582305908203125
1745502632170, 0.0634613037109375, -0.509063720703125, -0.849700927734375
1745502632180, 0.069091796875, -0.5067901611328125, -0.8470306396484375
1745502632190, 0.0723876953125, -0.5097198486328125, -0.84429931640625
1745502632200, 0.079986572265625, -0.511993408203125, -0.841522216796875
1745502632210, 0.0903472900390625, -0.513824462890625, -0.835418701171875
1745502632220, 0.091705322265625, -0.5173492431640625, -0.8302001953125
1745502632230, 0.095306396484375, -0.519683837890625, -0.8335113525390625
1745502632239, 0.095977783203125, -0.5223541259765625, -0.839263916015625
1745502632249, 0.0927276611328125, -0.5222015380859375, -0.8470001220703125
1745502632259, 0.0990447998046875, -0.517486572265625, -0.85687255859375
1745502632269, 0.1002349853515625, -0.518310546875, -0.86224365234375
1745502632279, 0.101654052734375, -0.51947021484375, -0.862823486328125
1745502632289, 0.1093292236328125, -0.5199127197265625, -0.858612060546875
1745502632299, 0.1118316650390625, -0.5204925537109375, -0.851776123046875
1745502632309, 0.112152099609375, -0.523284912109375, -0.8423309326171875
1745502632319, 0.115631103515625, -0.5281524658203125, -0.835601806640625
1745502632329, 0.115570068359375, -0.5345458984375, -0.8305511474609375
