time,x,y,z,roll,pitch,yaw
0,0.278076171875,-0.1253204345703125,-0.965576171875,-0.010043845511972904,0.018277807161211967,-0.005230181850492954
0.05,0.281585693359375,-0.1262969970703125,-0.953582763671875,-0.003490072675049305,0.0012389025650918484,-0.004290618933737278
0.1,0.2787933349609375,-0.1192169189453125,-0.9526519775390625,-0.0015097459545359015,-0.0017973673529922962,-0.004168379586189985
0.15,0.279327392578125,-0.1110076904296875,-0.951324462890625,0.0015869776252657175,-0.009523730725049973,0.0010516822803765535
0.2,0.276611328125,-0.10821533203125,-0.95098876953125,-0.00720598129555583,0.0019587550777941942,0.001184574095532298
0.249,0.2773284912109375,-0.1069488525390625,-0.95440673828125,0.0013145363191142678,-0.007417702581733465,0.0023851271253079176
0.299,0.2866058349609375,-0.1060638427734375,-0.9455108642578125,-0.001704689348116517,-0.0033949976786971092,0.00088976213010028
0.349,0.282012939453125,-0.1240081787109375,-0.951416015625,0.000699079770129174,-0.0068270135670900345,-0.0009760485263541341
0.399,0.280731201171875,-0.102508544921875,-0.95123291015625,0.030735807493329048,0.0009195895399898291,-0.015373097732663155
0.449,0.2705841064453125,-0.111480712890625,-0.960693359375,-0.0009078715811483562,-0.020677315071225166,-0.0013587448047474027
0.499,0.2834625244140625,-0.11297607421875,-0.9484100341796875,0.0018996327416971326,-0.009997772984206676,-0.0015896408585831523
0.548,0.2784576416015625,-0.1212921142578125,-0.9482574462890625,0.0012801815755665302,-0.001198688754811883,-0.0022383867762982845
0.598,0.2813262939453125,-0.118408203125,-0.95391845703125,0.006964965257793665,-0.011631621979176998,-0.0015153386630117893
0.648,0.2354736328125,-0.1275787353515625,-0.930755615234375,0.10572722554206848,-0.21119612455368042,0.00646588858217001
0.698,0.2846221923828125,-0.123748779296875,-0.9654693603515625,-0.046181079000234604,0.08242962509393692,-0.005936185829341412
0.748,0.2311553955078125,-0.1416778564453125,-0.938873291015625,0.024214791133999825,-0.11741424351930618,-0.014596253633499146
0.798,0.22943115234375,-0.132598876953125,-0.950103759765625,-0.004707137122750282,-0.15472140908241272,-0.05613304302096367
0.847,0.163726806640625,-0.0660400390625,-0.9439239501953125,0.0175787266343832,-0.15755580365657806,-0.627839982509613
0.897,0.2372283935546875,-0.158294677734375,-0.9372711181640625,-0.37783756852149963,0.11274731904268265,-0.9936863780021667
0.947,0.305450439453125,-0.052734375,-0.9232330322265625,-0.42757824063301086,0.41998448967933655,-0.8624687194824219
0.997,0.271148681640625,-0.109771728515625,-0.942657470703125,-0.46833205223083496,0.2092890441417694,-0.4547984004020691
1.047,0.3286590576171875,-0.09954833984375,-0.932403564453125,-0.2698615789413452,-0.10947269946336746,-0.2533726096153259
1.097,0.2956085205078125,-0.0676727294921875,-0.953094482421875,-0.12984375655651093,-0.9030331969261169,0.2149951308965683
1.146,0.3461456298828125,-0.0318603515625,-0.968536376953125,-0.2488100826740265,-1.6122878789901733,0.9491969347000122
1.196,-0.137359619140625,0.0048828125,-1.1299591064453125,0.335186243057251,-1.2635210752487183,-0.06298482418060303
1.246,0.159515380859375,0.0590972900390625,-0.9353790283203125,-0.5229761004447937,0.7974500060081482,-0.7213137149810791
1.296,0.146209716796875,0.0189056396484375,-1.0587310791015625,-0.21850837767124176,-0.11855194717645645,0.0471736378967762
1.346,0.054290771484375,-0.0113067626953125,-1.048004150390625,-0.10830756276845932,-1.6544954776763916,0.590949296951294
1.396,0.0402374267578125,0.013946533203125,-1.0694122314453125,0.3660602867603302,-1.9726641178131104,0.5596235990524292
1.445,0.02947998046875,0.0082244873046875,-0.9519805908203125,0.20951060950756073,-0.926356315612793,0.5821126699447632
1.495,-0.06610107421875,0.132904052734375,-1.0233917236328125,1.4153558015823364,-1.298952579498291,1.2851333618164062
1.545,-0.2637481689453125,-0.1195068359375,-0.95123291015625,1.1138447523117065,-0.15934278070926666,0.38295990228652954
1.595,-0.146514892578125,-0.15081787109375,-1.0146942138671875,1.1110937595367432,0.7989634871482849,0.16670802235603333
1.645,-0.142822265625,-0.1767730712890625,-1.10467529296875,1.0851020812988281,1.9616178274154663,-0.14192438125610352
1.695,-0.0818023681640625,-0.280029296875,-0.9862518310546875,0.27308666706085205,1.8387113809585571,-0.7040694952011108
1.744,-0.0866546630859375,-0.23980712890625,-0.9754180908203125,0.12188275903463364,2.54156231880188,-0.9531594514846802
1.794,0.202880859375,-0.2150115966796875,-0.8279266357421875,-1.0652908086776733,2.9557881355285645,-1.2327698469161987
1.844,0.3535919189453125,-0.1216888427734375,-0.7677459716796875,-1.482255220413208,1.311077356338501,-0.8069739937782288
1.894,0.411773681640625,-0.0211334228515625,-0.77105712890625,-1.6980184316635132,0.460819274187088,-0.5688570737838745
1.944,0.5443115234375,0.032623291015625,-0.9269561767578125,-1.7173327207565308,0.43624868988990784,-0.673512876033783
1.994,0.3713226318359375,0.0637054443359375,-0.966796875,-0.5656490325927734,-0.13499030470848083,-0.6490485668182373
2.043,0.3849945068359375,0.1981964111328125,-0.86614990234375,0.4591697156429291,-0.07393680512905121,-0.7089465260505676
2.093,0.447174072265625,0.1494293212890625,-0.8642425537109375,0.6553104519844055,-1.0591213703155518,-0.32972756028175354
2.143,0.5204010009765625,0.15728759765625,-0.8484649658203125,0.5042463541030884,-2.8454318046569824,0.9084857106208801
2.193,0.2610321044921875,-0.0439453125,-1.3587188720703125,2.2076244354248047,-3.830742359161377,0.8990221619606018
2.243,0.114105224609375,0.0344696044921875,-0.90667724609375,2.050492286682129,-3.308981418609619,1.383239507675171
2.293,-0.11810302734375,-0.076446533203125,-1.0414276123046875,2.321424722671509,-2.0296597480773926,1.3911349773406982
