time, x, y, z
0, 0.079132080078125, -0.698455810546875, -0.8675079345703125
0.01, 0.0470428466796875, -0.6727752685546875, -0.8541107177734375
0.02, 0.003143310546875, -0.663299560546875, -0.810211181640625
0.03, -0.0794525146484375, -0.621429443359375, -0.7288970947265625
0.04, -0.1314544677734375, -0.613922119140625, -0.5883636474609375
0.049, -0.0726165771484375, -0.6537017822265625, -0.5218505859375
0.059, 0.0326995849609375, -0.7061767578125, -0.537261962890625
0.069, 0.1311187744140625, -0.77008056640625, -0.66485595703125
0.079, 0.156402587890625, -0.717864990234375, -0.830322265625
0.089, 0.1051025390625, -0.6410980224609375, -0.85302734375
0.099, -0.00177001953125, -0.6351165771484375, -0.808990478515625
0.109, -0.0910186767578125, -0.65228271484375, -0.738525390625
0.119, -0.1195526123046875, -0.6819610595703125, -0.698638916015625
0.129, -0.05438232421875, -0.667633056640625, -0.668426513671875
0.139, 0.043731689453125, -0.62298583984375, -0.6387786865234375
0.149, 0.1365966796875, -0.5948028564453125, -0.628387451171875
0.159, 0.2133941650390625, -0.593658447265625, -0.6616058349609375
0.169, 0.220458984375, -0.6052703857421875, -0.680694580078125
0.179, 0.1669158935546875, -0.622344970703125, -0.71746826171875
0.189, 0.1116790771484375, -0.6147308349609375, -0.7862701416015625
0.199, 0.0745697021484375, -0.638671875, -0.7857818603515625
0.209, 0.0841064453125, -0.6801605224609375, -0.7505340576171875
0.219, 0.1120147705078125, -0.6856231689453125, -0.7247467041015625
0.229, 0.069671630859375, -0.681427001953125, -0.720123291015625
0.239, 0.011199951171875, -0.6838836669921875, -0.7975921630859375
0.249, 0.0095367431640625, -0.644287109375, -0.8730926513671875
0.259, -0.0567626953125, -0.600555419921875, -0.8004302978515625
0.269, -0.147705078125, -0.6134033203125, -0.7304840087890625
0.279, -0.194732666015625, -0.621917724609375, -0.6928253173828125
0.289, -0.194671630859375, -0.6016693115234375, -0.656982421875
0.299, -0.1945953369140625, -0.6165924072265625, -0.6246490478515625
0.309, -0.1952362060546875, -0.6427459716796875, -0.631866455078125
0.319, -0.16015625, -0.6320037841796875, -0.6545257568359375
0.329, -0.123443603515625, -0.622344970703125, -0.7102203369140625
0.339, -0.1183929443359375, -0.58807373046875, -0.8477325439453125
0.348, -0.0915374755859375, -0.5714263916015625, -0.951324462890625
0.358, -0.06610107421875, -0.6037445068359375, -0.9337310791015625
0.368, -0.2159881591796875, -0.6801300048828125, -0.9154052734375
0.378, -0.238739013671875, -0.600433349609375, -0.857696533203125
0.388, -0.13555908203125, -0.5191497802734375, -0.7630767822265625
0.398, -0.108642578125, -0.5379180908203125, -0.74267578125
0.408, -0.0726776123046875, -0.57080078125, -0.79718017578125
0.418, 0.032073974609375, -0.5704345703125, -0.8233489990234375
0.428, 0.16094970703125, -0.596160888671875, -0.9152374267578125
0.438, 0.253143310546875, -0.6625213623046875, -0.986175537109375
0.448, 0.294677734375, -0.7049560546875, -0.9435272216796875
0.458, 0.160247802734375, -0.6369171142578125, -0.88336181640625
0.468, 0.0291595458984375, -0.5623016357421875, -0.867584228515625
0.478, 0.015106201171875, -0.59161376953125, -0.8516845703125
0.488, 0.021881103515625, -0.6418304443359375, -0.8383636474609375
0.498, -0.0046844482421875, -0.6566009521484375, -0.8206024169921875
0.508, -0.0104217529296875, -0.6479034423828125, -0.8011474609375
0.518, 0.0353546142578125, -0.645416259765625, -0.7880706787109375
0.528, 0.0699462890625, -0.65655517578125, -0.789703369140625
0.538, 0.0831451416015625, -0.6593170166015625, -0.811279296875
0.548, 0.080841064453125, -0.6593017578125, -0.82330322265625
0.558, 0.054534912109375, -0.6628875732421875, -0.814605712890625
0.568, 0.0453643798828125, -0.666717529296875, -0.7962188720703125
0.578, 0.0527191162109375, -0.6683807373046875, -0.7929534912109375
0.588, 0.0673675537109375, -0.673980712890625, -0.796051025390625
0.598, 0.0858154296875, -0.6663665771484375, -0.7962799072265625
0.608, 0.08624267578125, -0.6449127197265625, -0.7964324951171875
0.618, 0.1610260009765625, -0.6517181396484375, -0.7613525390625
0.628, 0.1362152099609375, -0.62603759765625, -0.7542877197265625
0.638, 0.12774658203125, -0.61065673828125, -0.779510498046875
0.648, 0.1324005126953125, -0.6086578369140625, -0.77923583984375
0.657, 0.119873046875, -0.5958099365234375, -0.77740478515625
