time,x,y,z,roll,pitch,yaw
2.441,0.1488800048828125,-0.1587066650390625,-0.9740447998046875,-0.003920173272490501,0.0004117247008252889,-0.0033044503070414066
2.491,0.148834228515625,-0.1591033935546875,-0.9744110107421875,-0.002764361212030053,-0.0005422196118161082,-0.0021283982787281275
2.541,0.1486053466796875,-0.159759521484375,-0.9734344482421875,-0.002386725042015314,0.0005803027888759971,-0.0041193775832653046
2.591,0.1478118896484375,-0.1594390869140625,-0.9745635986328125,-0.0010452907299622893,0.0005571332876570523,-0.0026226809713989496
2.641,0.1481781005859375,-0.15936279296875,-0.974090576171875,-0.003057841444388032,0.0005347627447918057,-0.003754258155822754
2.691,0.14691162109375,-0.1584625244140625,-0.975921630859375,-0.0017409083666279912,0.00029640982393175364,-0.0030154972337186337
2.74,0.1489715576171875,-0.159088134765625,-0.9731292724609375,-0.003096457337960601,0.0015547533985227346,-0.0016503608785569668
2.79,0.1482391357421875,-0.159881591796875,-0.974456787109375,-0.0013728595804423094,-0.001487375469878316,-0.003040797309949994
2.84,0.1475830078125,-0.1593475341796875,-0.975921630859375,-0.00199390877969563,0.0016192019684240222,-0.004542287439107895
2.89,0.1493377685546875,-0.1606292724609375,-0.9742279052734375,-0.003306048223748803,0.0030690268613398075,-0.005510879214853048
2.94,0.14935302734375,-0.1583251953125,-0.9754486083984375,0.0007579356315545738,-0.0020876519847661257,-0.0029523803386837244
2.99,0.1471099853515625,-0.159423828125,-0.9744415283203125,-0.006061088293790817,0.003715375903993845,-0.004434163216501474
3.039,0.148712158203125,-0.15948486328125,-0.974090576171875,-0.0005198490689508617,-0.0029917950741946697,-0.0034471957478672266
3.089,0.1484222412109375,-0.1598663330078125,-0.97418212890625,-0.0028826056513935328,0.002211222657933831,-0.003180346917361021
3.139,0.1464691162109375,-0.159210205078125,-0.9749603271484375,-0.0025238776579499245,-0.0007510114228352904,-0.0010037453612312675
3.189,0.1475677490234375,-0.159088134765625,-0.9752655029296875,-0.0015193333383649588,-0.00043995422311127186,-0.003861050819978118
3.239,0.1484832763671875,-0.1589813232421875,-0.974456787109375,-0.0028490496333688498,0.0015731292078271508,-0.0030839405953884125
3.289,0.1467132568359375,-0.15838623046875,-0.9749908447265625,-0.0014354437589645386,-0.0026341325137764215,-0.002376871183514595
3.338,0.147186279296875,-0.1593017578125,-0.9738006591796875,-0.002653307281434536,0.00018322547839488834,-0.004120975267142057
3.388,0.1495361328125,-0.159149169921875,-0.9731903076171875,-0.0040916805155575275,0.0007243797881528735,-0.00461765518411994
3.438,0.149139404296875,-0.1606597900390625,-0.9745025634765625,-0.001252750982530415,-0.001984321279451251,-0.0028716865926980972
3.488,0.145904541015625,-0.159637451171875,-0.9748687744140625,-0.002588326344266534,0.0005824333056807518,-0.002656769473105669
3.538,0.1470184326171875,-0.1598968505859375,-0.974029541015625,-0.002157160546630621,0.0006213154993019998,-0.0012956279097124934
3.588,0.1492156982421875,-0.1588134765625,-0.9752349853515625,-0.0024527714122086763,0.00043276368523947895,-0.003537476761266589
3.637,0.1503753662109375,-0.15863037109375,-0.9738311767578125,-0.0013584784464910626,-0.0005483448621816933,-0.0033920682035386562
3.687,0.1474609375,-0.1603240966796875,-0.974853515625,-0.002092179376631975,0.0014791196445003152,-0.0025691515766084194
3.737,0.1483154296875,-0.158721923828125,-0.974029541015625,-0.00043809000635519624,-0.0014117417158558965,-0.003950532991439104
3.787,0.1482086181640625,-0.160247802734375,-0.9739227294921875,-0.0026354643050581217,0.0014692660188302398,-0.0031182952225208282
3.837,0.147613525390625,-0.1586151123046875,-0.9746551513671875,-0.0013169331941753626,-0.0019001654582098126,-0.003674629610031843
3.887,0.1484527587890625,-0.160003662109375,-0.97552490234375,-0.0029529130551964045,0.001719869440421462,-0.004963333252817392
3.936,0.1483612060546875,-0.16046142578125,-0.973358154296875,-0.0012775183422490954,-0.001056209672242403,-0.0041734399273991585
3.986,0.1483306884765625,-0.1589508056640625,-0.975128173828125,-0.0031909996178001165,0.0003299656673334539,-0.0028429245576262474
4.036,0.1488037109375,-0.1595611572265625,-0.97467041015625,-0.0008580705034546554,-0.001026115962304175,-0.003061037277802825
4.086,0.148101806640625,-0.15924072265625,-0.973480224609375,-0.00187992537394166,0.0016847157385200262,-0.004248807206749916
4.136,0.1488037109375,-0.1596832275390625,-0.9748077392578125,-0.0026879284996539354,-0.0011403656098991632,-0.0028698223177343607
4.186,0.15045166015625,-0.1595611572265625,-0.9732666015625,-0.0021262678783386946,0.0008343683439306915,-0.0030210898257791996
4.235,0.1470489501953125,-0.1595001220703125,-0.9756622314453125,-0.0011049455497413874,0.000892425247002393,-0.003861317178234458
4.285,0.1502838134765625,-0.1594390869140625,-0.97467041015625,-0.0019536949694156647,-0.0009337042574770749,-0.003677825443446636
4.335,0.1590576171875,-0.1641998291015625,-0.9718170166015625,-0.006150304339826107,0.006159625016152859,-0.004351072479039431
4.385,0.138916015625,-0.1571044921875,-0.9759521484375,0.005891977343708277,-0.010583934374153614,-0.0033606430515646935
4.435,0.132659912109375,-0.156463623046875,-0.9766845703125,-0.006816626992076635,0.007753260899335146,-0.00242107966914773
4.485,0.1502227783203125,-0.16070556640625,-0.973907470703125,-0.002317482838407159,0.0011909656459465623,-0.002478603972122073
4.534,0.157135009765625,-0.1620330810546875,-0.9735870361328125,-0.00282002124004066,-0.0010165285784751177,-0.0031856733839958906
4.584,0.148712158203125,-0.1629638671875,-0.9747314453125,-0.00270630419254303,-0.002698048483580351,-0.0030338731594383717
4.634,0.145477294921875,-0.1555023193359375,-0.97503662109375,-0.0008333030855283141,0.0008013451588340104,-0.00318940170109272
4.684,0.148101806640625,-0.163726806640625,-0.9744415283203125,-0.005880792159587145,0.006669354159384966,-0.004145210143178701
4.734,0.1524658203125,-0.1574859619140625,-0.9740753173828125,0.005149221979081631,-0.010782074183225632,-0.00370099488645792
4.784,0.14654541015625,-0.16021728515625,-0.973968505859375,-0.008747418411076069,0.010628409683704376,-0.003966245800256729
4.833,0.149383544921875,-0.1583099365234375,-0.9734954833984375,0.004618986509740353,-0.005705822724848986,-0.0028045750223100185
4.883,0.1487274169921875,-0.1594696044921875,-0.9745941162109375,-0.0036218990571796894,0.002968092914670706,-0.0049614692106842995
4.933,0.1449737548828125,-0.1580963134765625,-0.97418212890625,-0.002007490722462535,-0.0026021746452897787,-0.003940413240343332
4.983,0.1451873779296875,-0.15771484375,-0.9760894775390625,-0.0024429175537079573,0.0018104169284924865,-0.0034562505315989256
5.033,0.1505126953125,-0.15966796875,-0.9730072021484375,-0.000018908443962573074,0.00020879182557109743,-0.0028850024100393057
5.083,0.148101806640625,-0.1599884033203125,-0.97589111328125,-0.001719603082165122,-0.0016783240716904402,-0.003564108395949006
5.132,0.143585205078125,-0.1578521728515625,-0.9738616943359375,-0.002793922321870923,-0.0006362291751429439,-0.002710032742470503
5.182,0.1522216796875,-0.160614013671875,-0.9737548828125,-0.003278617514297366,0.0030208237003535032,-0.0030248183757066727
5.232,0.149688720703125,-0.1590118408203125,-0.974884033203125,0.0020455741323530674,-0.007541273254901171,-0.002379534300416708
5.282,0.138519287109375,-0.157806396484375,-0.9767913818359375,-0.002778742229565978,0.0025997778866440058,-0.005056543741375208
5.332,0.1356658935546875,-0.15478515625,-0.976654052734375,0.0000577905957470648,-0.0007150587625801563,-0.0022948458790779114
5.382,0.167694091796875,-0.1650238037109375,-0.9691314697265625,-0.010319216176867485,0.015148859471082687,-0.003025883575901389
5.431,0.1640777587890625,-0.16400146484375,-0.972137451171875,0.011229218915104866,-0.01684076525270939,-0.0032293491531163454
5.481,0.131866455078125,-0.1555938720703125,-0.9766387939453125,-0.006137787364423275,0.004525243304669857,-0.004001932218670845
5.531,0.1396942138671875,-0.15692138671875,-0.975921630859375,0.00016351809608750045,0.0010303769959136844,-0.0033872744534164667
5.581,0.1487274169921875,-0.159454345703125,-0.975311279296875,-0.005636313930153847,0.00250496924854815,-0.0007835020078346133
5.631,0.15576171875,-0.1621551513671875,-0.972503662109375,-0.002481533447280526,-0.0006261091912165284,-0.003397927153855562
5.681,0.153350830078125,-0.1604461669921875,-0.973175048828125,-0.0015464976895600557,-0.003385144053027034,-0.005509813781827688
5.73,0.1427764892578125,-0.159027099609375,-0.9754486083984375,-0.0024706146214157343,-0.0009233179152943194,-0.004637895151972771
5.78,0.145416259765625,-0.158538818359375,-0.9756011962890625,-0.001925199176184833,-0.00008442220860160887,-0.003719637170433998
5.83,0.1483917236328125,-0.1588592529296875,-0.973968505859375,-0.004775314126163721,0.003201652318239212,-0.0041215079836547375
5.88,0.1505584716796875,-0.1595611572265625,-0.9749298095703125,-0.0015731292078271508,-0.0016016251174733043,-0.004433364141732454
5.93,0.1478424072265625,-0.159332275390625,-0.974945068359375,-0.0013970943400636315,0.0003866909828502685,-0.003798999357968569
5.98,0.14398193359375,-0.1581573486328125,-0.9752960205078125,-0.0022530341520905495,0.0011946940794587135,-0.004376372788101435
6.029,0.147216796875,-0.1594696044921875,-0.97576904296875,-0.002686330582946539,-0.001035436987876892,-0.004055728204548359
6.079,0.150299072265625,-0.1594696044921875,-0.9738311767578125,-0.0015784555580466986,-0.00018455706594977528,-0.003668770659714937
6.129,0.149200439453125,-0.1603546142578125,-0.9740753173828125,-0.002522812457755208,-0.0001805623178370297,-0.004197141621261835
6.179,0.1472930908203125,-0.1579437255859375,-0.97509765625,-0.0005603290628641844,-0.0012687299167737365,-0.003919374197721481
6.229,0.146209716796875,-0.1598663330078125,-0.974578857421875,-0.002743055811151862,0.0028067054226994514,-0.002575809368863702
6.278,0.149139404296875,-0.1593170166015625,-0.9745635986328125,-0.0010743191232904792,-0.0010993528412654996,-0.0035430695861577988
6.328,0.1509857177734375,-0.1606292724609375,-0.9741058349609375,-0.002695651724934578,0.001998968655243516,-0.003296993440017104
6.378,0.14715576171875,-0.1583099365234375,-0.97454833984375,-0.0023467775899916887,-0.001312139444053173,-0.003615241264924407
6.428,0.1474456787109375,-0.1593780517578125,-0.9744110107421875,-0.002698581200093031,0.0017875137273222208,-0.0036906085442751646
6.478,0.1473541259765625,-0.1591033935546875,-0.9732513427734375,-0.0017606157343834639,0.0013811152894049883,-0.0025126924738287926
6.528,0.1486053466796875,-0.1607513427734375,-0.975189208984375,-0.002906840294599533,0.0005390237784013152,-0.004623247776180506
6.577,0.1485443115234375,-0.1581573486328125,-0.9751739501953125,0.00010998855577781796,-0.0021409152541309595,-0.002008289797231555
6.627,0.148468017578125,-0.1607666015625,-0.9742431640625,-0.004453337751328945,0.0033968619536608458,-0.0035087147261947393
6.677,0.1465606689453125,-0.1582183837890625,-0.975067138671875,-0.00002663161103555467,-0.0022620889358222485,-0.002511893631890416
6.727,0.15057373046875,-0.15966796875,-0.975067138671875,-0.0031276163645088673,0.003022421384230256,-0.002287122653797269
6.777,0.14874267578125,-0.1593780517578125,-0.9754486083984375,-0.0007536745979450643,-0.002222940558567643,-0.0016706009628251195
6.827,0.147308349609375,-0.1582183837890625,-0.9738616943359375,-0.004217648413032293,0.0011704593198373914,-0.0038951393216848373
6.876,0.149383544921875,-0.1611785888671875,-0.974700927734375,-0.00358754419721663,-0.00009960222087102011,-0.003500991500914097
6.926,0.1471710205078125,-0.1591033935546875,-0.975067138671875,-0.0008098672842606902,-0.0024311996530741453,-0.0034141724463552237
6.976,0.1466064453125,-0.157501220703125,-0.974639892578125,-0.002935868687927723,0.0033518546260893345,-0.0021174794528633356
7.026,0.1475830078125,-0.1610565185546875,-0.974884033203125,-0.0011954930378124118,-0.0016383767360821366,-0.0034786208998411894
7.076,0.1495361328125,-0.159759521484375,-0.9738616943359375,-0.0030146983917802572,0.000003994741746282671,-0.002061819192022085
7.126,0.1498870849609375,-0.16107177734375,-0.97430419921875,-0.004059189930558205,0.001544100814498961,-0.0035140409599989653
7.175,0.1487579345703125,-0.1580047607421875,-0.97467041015625,-0.00022770027862861753,-0.0019443739438429475,-0.0037020600866526365
7.225,0.1449432373046875,-0.1584320068359375,-0.9740753173828125,-0.0028724854346364737,0.0006846986943855882,-0.003555852686986327
7.275,0.146484375,-0.160369873046875,-0.9741363525390625,-0.00299286050722003,0.0003842941368930042,-0.0030988543294370174
7.325,0.1485748291015625,-0.1613311767578125,-0.97528076171875,-0.0008916263468563557,-0.0014759238110855222,-0.0034000577870756388
7.375,0.1523284912109375,-0.160247802734375,-0.9726409912109375,-0.003953462466597557,0.002930009737610817,-0.0038578552193939686
7.425,0.1446990966796875,-0.157073974609375,-0.9762725830078125,0.0006791060441173613,-0.004219246096909046,-0.0030032468494027853
7.474,0.1461029052734375,-0.1610107421875,-0.9746246337890625,-0.0051987566985189915,0.0029502499382942915,-0.001812014845199883
7.524,0.148712158203125,-0.1582489013671875,-0.97515869140625,-0.0013044163351878524,-0.003724697045981884,-0.0031382690649479628
7.574,0.1495208740234375,-0.1622772216796875,-0.9737396240234375,-0.006800381932407618,0.00603472301736474,-0.003166232258081436
7.624,0.148834228515625,-0.158599853515625,-0.9754180908203125,0.002841326640918851,-0.0075668394565582275,-0.0020037624053657055
7.674,0.147918701171875,-0.1585845947265625,-0.97216796875,-0.005219263024628162,0.002868224401026964,-0.0044320328161120415
7.724,0.1448516845703125,-0.159210205078125,-0.9759521484375,-0.0001246359315700829,-0.0017547567840665579,-0.003123355330899358
7.773,0.14898681640625,-0.15802001953125,-0.97369384765625,-0.0008580705034546554,0.001916144392453134,-0.0029933929909020662
7.823,0.1481781005859375,-0.161773681640625,-0.9726409912109375,-0.004261590540409088,0.0025875272694975138,-0.0022650184109807014
7.873,0.149993896484375,-0.1585540771484375,-0.9748687744140625,0.0015062838792800903,-0.004598480183631182,-0.0019409117521718144
7.923,0.1461944580078125,-0.15985107421875,-0.9749755859375,-0.003832288784906268,0.0036767602432519197,-0.0032178976107388735
7.973,0.1460418701171875,-0.160614013671875,-0.9741363525390625,-0.001603222917765379,-0.0013768542557954788,-0.002377936616539955
8.023,0.1512451171875,-0.1591949462890625,-0.973236083984375,-0.004378503188490868,0.0013084110105410218,-0.0018836538074538112
8.072,0.1486663818359375,-0.160552978515625,-0.9745330810546875,-0.003388073528185487,0.0010210559703409672,-0.0038783615455031395
8.122,0.1479644775390625,-0.1583251953125,-0.9742279052734375,-0.0023281353060156107,-0.0009078715811483562,-0.002373675350099802
8.172,0.14764404296875,-0.159332275390625,-0.97479248046875,-0.0018053569365292788,0.0008732505375519395,-0.002659698948264122
8.222,0.15081787109375,-0.1593170166015625,-0.9735260009765625,-0.0017454357584938407,-0.00037630466977134347,-0.003224022686481476
8.272,0.1499481201171875,-0.1611785888671875,-0.9734649658203125,-0.0041641187854111195,0.0014314490836113691,-0.0037199032958596945
8.322,0.1472320556640625,-0.1596527099609375,-0.9756622314453125,-0.0014002900570631027,0.0003299656673334539,-0.002516953507438302
8.371,0.1488189697265625,-0.1610565185546875,-0.9736328125,-0.002501773415133357,-0.000999750685878098,-0.003058107802644372
8.421,0.147308349609375,-0.159149169921875,-0.9752960205078125,-0.0035172367934137583,0.0008652610122226179,-0.0021065603941679
8.471,0.1490631103515625,-0.159515380859375,-0.9740142822265625,-0.000949150591623038,0.0008841694798320532,-0.002942793071269989
8.521,0.1482696533203125,-0.1587066650390625,-0.974609375,-0.0005001416429877281,-0.0014298511669039726,-0.0031843415927141905
8.571,0.147857666015625,-0.1587066650390625,-0.9742279052734375,-0.0020876519847661257,0.0012652678415179253,-0.004520716145634651
8.621,0.146759033203125,-0.1591339111328125,-0.9741668701171875,-0.000009853695701167453,-0.0023734092246741056,-0.0031246868893504143
8.67,0.1480712890625,-0.1598968505859375,-0.9740753173828125,-0.0023092268966138363,0.0014743260107934475,-0.001386175281368196
8.72,0.14794921875,-0.1595611572265625,-0.974334716796875,-0.0027811392210423946,0.00048123320448212326,-0.0037558560725301504
8.77,0.148956298828125,-0.161102294921875,-0.974578857421875,-0.003573429537937045,0.00021491710504051298,-0.003266633255407214
8.82,0.1503143310546875,-0.1602325439453125,-0.974151611328125,-0.0017014936311170459,0.00011265171633567661,-0.003623763332143426
8.87,0.1482086181640625,-0.15850830078125,-0.9740753173828125,-0.003026149934157729,-0.0005387574783526361,-0.0032626385800540447
8.92,0.14935302734375,-0.15948486328125,-0.9755096435546875,-0.0036645096261054277,0.0013289173366501927,-0.004287955816835165
8.969,0.1491851806640625,-0.1602020263671875,-0.975067138671875,-0.00014913702034391463,-0.003172091208398342,-0.004267981741577387
9.019,0.14788818359375,-0.1599578857421875,-0.9748382568359375,-0.00279019377194345,0.0015337144723162055,-0.002817358123138547
9.069,0.1492156982421875,-0.159515380859375,-0.9737396240234375,-0.0013696637470275164,0.0006745787104591727,-0.0025094966404139996
9.119,0.1458587646484375,-0.15887451171875,-0.9749755859375,-0.0014024205738678575,-0.001335575245320797,-0.001044491771608591
9.169,0.1482696533203125,-0.16033935546875,-0.9747314453125,-0.003919906914234161,0.003858654061332345,-0.0022101574577391148
9.219,0.147552490234375,-0.1586761474609375,-0.9736175537109375,0.002628007438033819,-0.003451190423220396,-0.0029401297215372324
9.268,0.1481475830078125,-0.1587066650390625,-0.9753265380859375,-0.004768656101077795,0.004351338837295771,-0.0014471617760136724
9.318,0.1519927978515625,-0.1627349853515625,-1.0000762939453125,-0.018490061163902283,0.02581828087568283,-0.009106147103011608
