index,time,acc x,acc y,acc z,ori x,ori z,punch
0,0,-0.6123809814453125,-0.4412841796875,-0.8100738525390625,-0.8781571513900152,-0.5530739688059908,None
1,0.05,-0.24456787109375,-0.2926177978515625,-1.002716064453125,-0.8912450822493427,-0.5257807082785538,None
2,0.1,-0.8310089111328125,-0.6997222900390625,-1.14324951171875,-0.8790928550793657,-0.5702227632891022,None
3,0.15,-0.1460113525390625,-0.31884765625,-0.3380889892578125,-0.7275055843573113,0.299743220838586,None
4,0.199,0.010345458984375,-0.263336181640625,-0.9863739013671875,-0.7032660436492179,0.20112515442518783,None
5,0.249,0.34954833984375,0.150238037109375,-0.6288299560546875,-0.6881148505611202,0.1926975689120254,None
6,0.299,0.3436431884765625,-0.101409912109375,-1.056793212890625,-0.6716724491158811,0.20002904480462286,None
7,0.349,-0.14874267578125,-0.4330291748046875,-1.1072998046875,-0.654708303000499,0.2702975206775837,None
8,0.399,-0.3299560546875,-0.9448089599609375,-0.6918182373046875,-0.6422041278464898,0.25630381644706984,None
9,0.449,-0.0918731689453125,-0.775665283203125,-0.9850006103515625,-0.5945548012228415,0.25968380239227246,None
10,0.498,-0.38983154296875,-0.5976409912109375,-0.96527099609375,-0.5135420078827443,0.26939726210117404,None
11,0.548,-0.9480743408203125,-0.7421112060546875,-0.665008544921875,-0.43656913519050145,0.23491517525222375,None
12,0.598,-0.70196533203125,-0.736602783203125,-0.483428955078125,-0.4509514837992243,0.16751196417239114,None
13,0.648,-0.238922119140625,-0.51239013671875,-0.6341400146484375,-0.7778211787486443,0.28122871052564535,None
14,0.698,-0.4458160400390625,-0.58343505859375,-0.7376708984375,-0.7843326127413862,0.42833144921899413,None
15,0.748,-0.2023162841796875,-0.656341552734375,-0.4265289306640625,-0.5449047549211417,0.250242182399629,None
16,0.798,-0.3349761962890625,-0.7819366455078125,-0.5670318603515625,-0.5870542898155212,0.32765948445517595,None
17,0.847,-0.2773590087890625,-0.9399871826171875,-0.3115081787109375,-0.31457237070690525,0.269707867139777,None
18,0.897,-0.1618804931640625,-0.8419036865234375,-0.4581756591796875,-0.47801203607384357,0.16653067021571644,None
19,0.947,-0.386566162109375,-0.9929962158203125,-0.4383087158203125,-0.47914820425439425,0.06327372784161381,None
20,0.997,0.076202392578125,-0.8063201904296875,-0.55413818359375,-0.5663851819392869,-0.07765136769088493,None
21,1.047,-0.2603607177734375,-0.963348388671875,-0.30889892578125,-0.30533827275175635,0.24923788348566203,None
22,1.097,-0.1949005126953125,-0.8375701904296875,-0.370452880859375,-0.404496099569559,0.20814991641884006,None
23,1.146,0.264312744140625,-0.7020416259765625,-0.101959228515625,-0.14372461084207927,-0.34913675065986405,None
24,1.196,0.1112060546875,-0.6869354248046875,-0.2544403076171875,-0.3473381002576959,-0.1500885040532213,None
25,1.246,-0.179412841796875,-1.0373382568359375,-0.124603271484375,-0.1192609737490619,0.1692434202393299,None
26,1.296,0.47174072265625,-1.100830078125,-0.3735198974609375,-0.2309667205824216,0.20473357987746194,None
27,1.346,1.52587890625,-1.477691650390625,-0.87738037109375,-0.24112547468920154,0.30220604299102827,None
28,1.482,0.7792510986328125,1.20928955078125,-2.29638671875,-0.07666624037903245,0.35435834406864963,None
29,1.581,-2.2509765625,-0.5207977294921875,1.545013427734375,-0.034185941589599256,0.37756251391731593,None
30,1.631,-0.8696746826171875,-1.2209320068359375,-1.0311737060546875,-0.035226996137605555,0.38756291078165933,Hook
31,1.681,-0.62164306640625,-1.7591705322265625,-1.116546630859375,0.036759078602759586,0.3947350389243331,None
32,1.731,-0.6474609375,-1.0086212158203125,-0.3550872802734375,0.11142580791317142,0.3620329194322247,None
33,1.781,-0.0878143310546875,-0.4996795654296875,-0.167236328125,-0.3173829676441101,0.16438780602594288,None
34,1.83,0.106842041015625,-0.5260467529296875,-0.0169830322265625,-0.03226745258017924,-0.1989403330342199,None
35,1.88,0.1110382080078125,-0.700927734375,0.1306304931640625,0.18321337124548942,-0.15387971274630033,None
36,1.93,0.0877838134765625,-0.7897186279296875,0.1096954345703125,0.13758349626406924,-0.10943991282675586,None
37,1.98,0.1353759765625,-0.6284942626953125,-0.4593658447265625,-0.5900848973838537,-0.17132786626389965,None
38,2.03,0.0933837890625,-0.735076904296875,-0.5136871337890625,-0.5728135350845676,-0.10357241410453194,None
39,2.08,-0.0776214599609375,-1.1606597900390625,-0.741943359375,-0.6174550625098294,-0.1404848498303949,None
40,2.13,0.563720703125,-1.6516265869140625,-0.4122314453125,-0.6666612108309073,-0.15958967624308315,None
41,2.498,-2.1071319580078125,-0.1659393310546875,-0.6180877685546875,-0.7105787918052359,-0.21736890017786467,None
42,2.548,-1.3346710205078125,-1.2328033447265625,-1.8177032470703125,-0.666292829879383,-0.27469612295678214,Hook
43,2.598,-1.03228759765625,-1.1645965576171875,-1.318389892578125,-0.6767900648662748,-0.3448505278237616,None
44,2.648,-0.183349609375,-0.79669189453125,-0.880340576171875,-0.6532100304606744,-0.44802556674058674,None
45,2.698,0.609283447265625,-0.777740478515625,-0.22442626953125,-0.27724966917673133,-0.6013751272148785,None
46,2.748,0.598052978515625,-0.7004241943359375,-0.1451568603515625,-0.20292936436587994,-0.6414264161732923,None
47,2.797,0.67340087890625,-0.759613037109375,0.1000213623046875,0.1305472439347847,-0.6601699783916213,None
48,2.847,0.667144775390625,-0.6578216552734375,0.0111083984375,0.016884234289199468,-0.7120146637791607,None
49,2.897,0.4205474853515625,-0.8723602294921875,0.0680389404296875,0.07775794268417818,-0.43318552255124587,None
50,2.947,0.549163818359375,-0.9955291748046875,-0.1131591796875,0.03148417252673204,-0.4379500080794074,None
51,2.997,0.75128173828125,-1.1628570556640625,-0.1051788330078125,0.01072105599571469,-0.4053796837595624,None
52,3.047,0.6594696044921875,-1.2833251953125,0.0733489990234375,0.010685811078758033,-0.35389334742206696,None
53,3.096,0.665771484375,-1.4417724609375,0.2554473876953125,-0.07501139303385344,-0.28320033170119324,None
54,3.146,1.158172607421875,-1.693939208984375,0.494476318359375,-0.17968016615660673,-0.19524228377295474,None
55,3.475,-2.8601531982421875,0.0458221435546875,0.3411712646484375,-0.13043093320471216,-0.29902332426241185,None
56,3.575,-0.66937255859375,-1.08282470703125,-1.9833984375,-0.09700356774296287,-0.3637697710774178,Hook
57,3.625,-0.4749298095703125,-1.026519775390625,-1.035400390625,0.055389523069210474,-0.4266657999469736,None
58,3.675,0.404510498046875,-0.690032958984375,-0.6708984375,-0.6970960526522295,-0.38747230525967297,None
59,3.724,0.958038330078125,-0.6776275634765625,-0.3125,-0.6772681388551528,-0.4793875697076011,None
60,3.774,0.827301025390625,-0.7887420654296875,0.1280517578125,-0.5976904037609581,-0.5054524236057403,None
61,3.824,0.940643310546875,-0.71697998046875,0.2071685791015625,-0.5769960893725921,-0.5299010247277472,None
62,3.874,0.870147705078125,-0.6545562744140625,0.141265869140625,0.2109621108039585,-0.7924996995209089,None
63,3.924,0.5762939453125,-0.8173675537109375,0.449951171875,0.4822470517272722,-0.5254997764528614,None
64,3.974,0.4122772216796875,-0.829315185546875,0.5099945068359375,0.5238341906623967,-0.389943196363605,None
65,4.023,0.22216796875,-1.063751220703125,0.7470855712890625,0.4690601133589069,-0.3585054207409628,None
66,4.073,0.2593841552734375,-1.3676605224609375,0.8986358642578125,0.35721457865484024,-0.3298717393195968,None
67,4.123,0.4546051025390625,-1.637664794921875,0.6111297607421875,0.25772030475499247,-0.26178306863761863,None
68,4.173,2.0647125244140625,-1.6384429931640625,-0.7070159912109375,0.1595687294826435,-0.1634302701456064,None
69,4.462,-2.1689300537109375,0.10491943359375,-0.765472412109375,0.11532037961395318,-0.3274593432398953,None
70,4.512,-0.6896820068359375,-0.71441650390625,-1.5695648193359375,0.07862706796719975,-0.45183287835315206,Hook
71,4.562,-0.8003997802734375,-1.079315185546875,-1.7241973876953125,0.11652101269489645,-0.521482468093208,None
72,4.612,-0.5993194580078125,-1.003173828125,-0.5488739013671875,0.28103685614704593,-0.6133729016601772,None
73,4.661,0.030609130859375,-0.6450042724609375,-0.432769775390625,-0.5571639292824215,-0.039376772258871644,None
74,4.711,0.8132171630859375,-0.383453369140625,-0.68890380859375,-0.5702299753423581,-0.1606590690060103,None
75,4.761,1.2688751220703125,-0.5108795166015625,-0.153656005859375,-0.532702232859412,-0.22884858887066736,None
76,4.811,1.1758575439453125,-0.4237213134765625,0.13623046875,-0.5319028174430414,-0.2622823615477297,None
77,4.861,0.98712158203125,-0.37249755859375,0.014312744140625,-0.5298904440458895,-0.2297695440536815,None
78,4.911,0.503997802734375,-0.6628875732421875,0.0258636474609375,0.03898697887437349,-0.6049462548305868,None
79,4.96,0.162322998046875,-0.959625244140625,0.1534271240234375,0.15787721019745105,-0.16474872049329442,None
80,5.01,0.182403564453125,-1.4384307861328125,-0.3634796142578125,-0.0637192090409318,-0.05501495960650426,None
81,5.06,0.204681396484375,-1.6610260009765625,-0.6577911376953125,-0.1302232737878184,-0.009790186273222902,None
82,5.11,0.4048309326171875,-1.8059844970703125,-0.5572509765625,-0.13417575781152646,0.07414544193018639,None
83,5.439,-2.069915771484375,0.222869873046875,0.15533447265625,-0.22403485381074992,0.03505012313303998,None
