time, x, y, z
1745477859711, 0.1505279541015625, -0.0269775390625, -0.9835357666015625
1745477859721, 0.1495513916015625, -0.028106689453125, -0.987152099609375
1745477859731, 0.1485137939453125, -0.0259857177734375, -0.98651123046875
1745477859741, 0.1479339599609375, -0.0247039794921875, -0.9879302978515625
1745477859751, 0.1494293212890625, -0.0309600830078125, -0.9874725341796875
1745477859761, 0.149993896484375, -0.0328369140625, -0.985565185546875
1745477859771, 0.1502227783203125, -0.0378570556640625, -0.98663330078125
1745477859781, 0.15045166015625, -0.0385894775390625, -0.9875030517578125
1745477859791, 0.1463623046875, -0.0377960205078125, -0.985748291015625
1745477859801, 0.1479339599609375, -0.0377655029296875, -0.9865570068359375
1745477859811, 0.146026611328125, -0.0378570556640625, -0.9870147705078125
1745477859821, 0.1469879150390625, -0.0355987548828125, -0.9853057861328125
1745477859831, 0.147247314453125, -0.035980224609375, -0.9871673583984375
1745477859841, 0.1488800048828125, -0.0369110107421875, -0.987091064453125
1745477859851, 0.1488037109375, -0.0363006591796875, -0.984466552734375
1745477859861, 0.1477203369140625, -0.0328216552734375, -0.9870758056640625
1745477859871, 0.1477508544921875, -0.0310211181640625, -0.986846923828125
1745477859880, 0.1476898193359375, -0.0316619873046875, -0.986480712890625
1745477859890, 0.1455230712890625, -0.0315399169921875, -0.985626220703125
1745477859900, 0.1450653076171875, -0.0299224853515625, -0.987518310546875
1745477859910, 0.1444549560546875, -0.032440185546875, -0.9869384765625
1745477859920, 0.1456298828125, -0.0316619873046875, -0.98760986328125
1745477859930, 0.1451263427734375, -0.0320587158203125, -0.9870452880859375
1745477859940, 0.1461944580078125, -0.032196044921875, -0.9865570068359375
1745477859950, 0.1475372314453125, -0.031951904296875, -0.986419677734375
1745477859960, 0.145965576171875, -0.0318756103515625, -0.986480712890625
1745477859970, 0.1468048095703125, -0.032470703125, -0.98699951171875
1745477859980, 0.144775390625, -0.031463623046875, -0.986968994140625
1745477859990, 0.1448516845703125, -0.0312652587890625, -0.9860382080078125
1745477860000, 0.1449127197265625, -0.0318756103515625, -0.9870758056640625
1745477860010, 0.1469879150390625, -0.031341552734375, -0.9869842529296875
1745477860020, 0.14617919921875, -0.0310211181640625, -0.9872283935546875
1745477860030, 0.1465911865234375, -0.0307769775390625, -0.98724365234375
1745477860040, 0.1466217041015625, -0.029388427734375, -0.985595703125
1745477860050, 0.1475830078125, -0.0293426513671875, -0.9862518310546875
1745477860060, 0.1472320556640625, -0.0302581787109375, -0.9872589111328125
1745477860070, 0.1478118896484375, -0.0307464599609375, -0.987091064453125
1745477860080, 0.1456146240234375, -0.03057861328125, -0.9870452880859375
1745477860090, 0.14630126953125, -0.0320892333984375, -0.9885711669921875
1745477860100, 0.1444091796875, -0.0310821533203125, -0.9861602783203125
1745477860110, 0.145111083984375, -0.031829833984375, -0.9866485595703125
1745477860120, 0.1446685791015625, -0.0322418212890625, -0.988433837890625
1745477860130, 0.1462554931640625, -0.032379150390625, -0.986419677734375
1745477860140, 0.146881103515625, -0.0310516357421875, -0.986419677734375
1745477860150, 0.14630126953125, -0.030670166015625, -0.98687744140625
1745477860160, 0.1455078125, -0.03167724609375, -0.98712158203125
1745477860170, 0.145904541015625, -0.03070068359375, -0.9893646240234375
1745477860180, 0.1454620361328125, -0.0301055908203125, -0.9879608154296875
1745477860189, 0.1449737548828125, -0.0293121337890625, -0.987518310546875
1745477860199, 0.1460418701171875, -0.0283660888671875, -0.9899444580078125
1745477860209, 0.1445465087890625, -0.028076171875, -0.9882049560546875
1745477860219, 0.142303466796875, -0.023712158203125, -0.9876556396484375
1745477860229, 0.0818023681640625, 0.117919921875, -0.9990081787109375
