index,time,acc x,acc y,acc z,sin ori x,sin ori y,sin ori z
0,0,-0.0865020751953125,0.026336669921875,-1.0245361328125,-0.9996697658387153,0,-0.08410355918346614
1,0.05,-0.0947113037109375,0.00579833984375,-1.0283050537109375,-0.999984102712089,0.0018146104465240666,-0.0947113037109375
2,0.1,-0.088287353515625,0.0000762939453125,-0.9534149169921875,-0.9999999967982585,-0.009527434620376666,-0.088287353515625
3,0.15,-0.0769805908203125,0.0251922607421875,-1.0104827880859375,-0.9996893695295281,-0.022029018307159424,-0.0769805908203125
4,0.2,-0.07623291015625,0.00384521484375,-1.068511962890625,-0.9999935248739251,0.001166424077004209,-0.07623291015625
5,0.249,-0.0221710205078125,0.0057830810546875,-1.0442657470703125,-0.9999846659629666,0.013291178627859791,-0.0221710205078125
6,0.299,-0.0277252197265625,-0.0026702880859375,-0.9119415283203125,-0.9999957130397036,0.02620349025900331,-0.0277252197265625
7,0.349,-0.119537353515625,0.097930908203125,-1.169830322265625,-0.9965143123376425,0.09522237581445966,-0.119537353515625
8,0.399,0.178436279296875,0.316619873046875,-0.93780517578125,-0.9474584102604167,0.17132739546309833,0.178436279296875
9,0.449,-0.1015167236328125,0.027252197265625,-0.98443603515625,-0.9996170443177589,0.18415810833650897,-0.10151672363281251
10,0.499,0.2230072021484375,0.20733642578125,-1.030975341796875,-0.9803714019922871,0.1720644207840559,0.22300720214843753
11,0.549,-0.1265411376953125,0.1455230712890625,-1.5094451904296875,-0.9794751200612711,0.12449010426743094,0.23635483868415544
12,0.598,-0.052154541015625,0.1221160888671875,-1.4514312744140625,-0.9880912130736043,0.09010030050330933,0.23589123737176032
13,0.648,-0.1151123046875,-0.002471923828125,-0.9445953369140625,-0.9999965759007309,0.051615086312121056,-0.1151123046875
14,0.698,-0.324310302734375,-0.14410400390625,-0.8801727294921875,-0.9868610458778199,0.006058686598436768,-0.324310302734375
15,0.748,-0.2858734130859375,-0.14593505859375,-0.6656646728515625,-0.9768016070574002,-0.06114054471089404,-0.2858734130859375
16,0.798,-0.0950164794921875,-0.1624298095703125,-0.6134185791015625,-0.9666840552836943,-0.05035597353757408,-0.0950164794921875
17,0.848,0.1666412353515625,-0.165069580078125,-0.86749267578125,-0.9823733352826441,-0.002146191551247136,0.1666412353515625
18,0.897,-0.017669677734375,-0.0906982421875,-0.5279388427734375,-0.9855617424305247,0.07617225552595498,-0.017669677734375
19,0.947,0.3834381103515625,-0.016387939453125,-0.775146484375,-0.9997765884694035,0.06928002579187166,0.3834381103515625
20,0.997,-0.1201934814453125,-0.1414947509765625,-0.9567108154296875,-0.98923943506887,0.06117928994045126,-0.1201934814453125
21,1.047,0.2956390380859375,0.011749267578125,-1.28759765625,-0.9916908419367141,0.11946687297100969,-0.1528858500346317
22,1.097,0.100006103515625,-0.1631317138671875,-1.245147705078125,-0.9876784537194497,0.14452205608825416,-0.2332724921741984
23,1.147,0.2691802978515625,-0.1012725830078125,-1.1909332275390625,-0.9765597444172948,0.13788699176174757,-0.2925470176503628
24,1.196,0.200897216796875,-0.0946502685546875,-1.16986083984375,-0.9967429869136807,0.1966999360996295,0.200897216796875
25,1.246,0.2899322509765625,-0.1137542724609375,-0.9964599609375,-0.993546935001696,0.2589847088187096,0.2899322509765625
26,1.296,0.4678955078125,-0.154022216796875,-0.819671630859375,-0.9827996191457482,0.3190038477359679,0.4678955078125
27,1.346,0.420379638671875,-0.248931884765625,-0.673858642578125,-0.9380410349027185,0.33972285797086405,0.420379638671875
28,1.396,0.345245361328125,-0.13330078125,-0.96917724609375,-0.9906734717740956,0.36040398946536906,0.345245361328125
29,1.446,0.412322998046875,-0.1923828125,-0.7272186279296875,-0.9667434413184183,0.35697819893822647,0.41232299804687506
30,1.495,0.3361053466796875,-0.131591796875,-0.8744354248046875,-0.9888654882879991,0.2663741986017112,0.3361053466796875
31,1.545,0.3449249267578125,-0.289306640625,-1.079925537109375,-0.9659389141891699,0.14998511672909184,0.3449249267578125
32,1.595,0.0880889892578125,-0.3519744873046875,-1.2383270263671875,-0.905731795763784,0.015670091966043007,0.3106193049283443
33,1.645,0.0768280029296875,-0.4750213623046875,-0.9525909423828125,-0.894905459795676,-0.08779472697979586,0.0768280029296875
34,1.695,0.13177490234375,-0.566741943359375,-0.74456787109375,-0.7957138820218373,-0.17372509274310888,0.13177490234375
35,1.745,0.13909912109375,-0.579681396484375,-0.697479248046875,-0.769061856605259,-0.3392023341209629,0.13909912109375
36,1.794,0.09747314453125,-0.715728759765625,-0.282562255859375,-0.3672089742507661,-0.4872184682650833,0.09747314453125
