index,time,acc x,acc y,acc z,sin ori x,sin ori y,sin ori z,user input
0,0,0.205413818359375,-0.7158660888671875,-0.678802490234375,-0.6880723462514604,0,0.20384696560736282,0
1,0.049,0.2488861083984375,-0.7402801513671875,-0.5802764892578125,-0.6169191427253422,0.023918378560707478,0.2557991526904498,0
2,0.099,0.2745361328125,-0.631805419921875,-0.7527618408203125,-0.7659626488656347,0.028969608137653095,0.26904983570601726,0
3,0.149,0.3188934326171875,-0.6115264892578125,-0.5850830078125,-0.6913118790379472,0.017732807968050865,0.3525934882057847,0
4,0.199,0.331878662109375,-0.5204010009765625,-0.6104583740234375,-0.7610087790461525,0.0027179397706854837,0.3822989466665194,0
5,0.249,0.365753173828125,-0.520965576171875,-0.669708251953125,-0.7893057340991929,-0.003475910131374521,0.3958567850260127,0
6,0.299,0.11138916015625,-0.710052490234375,-0.985626220703125,-0.8021172133242932,-0.014795302929176435,0.4003770425706796,0
7,0.348,0.217864990234375,-0.6441802978515625,-1.149322509765625,-0.7383462772447604,-0.13309158650043693,0.3991580928879359,0
8,0.398,0.26165771484375,-0.6957550048828125,-0.4925384521484375,-0.5777923382264557,-0.13263676563170618,0.2934360079708493,0
9,0.448,0.24700927734375,-0.420928955078125,-0.7067413330078125,-0.8591594987706445,-0.06853966366763745,0.28759400298694227,0
10,0.498,0.357940673828125,-0.5233001708984375,-0.4131317138671875,-0.6196442885790208,-0.07798487105698435,0.4730088840599027,0
11,0.548,0.21942138671875,-0.545806884765625,-0.671905517578125,-0.7761797750709444,-0.13489430910722378,0.24570356152859027,0
12,0.598,0.0414886474609375,-0.823211669921875,-0.9839324951171875,-0.7665072998437438,-0.16728723725960146,0.25596083205189796,0
13,0.647,-0.03973388671875,-0.8322601318359375,-1.1995086669921875,-0.7058481903093728,-0.20817091455865147,0.2056536987413872,0
14,0.697,0.2139892578125,-0.9564208984375,-0.40228271484375,-0.38771246882537685,-0.2555455290531262,0.20198781094793355,0
15,0.747,0.1464385986328125,-0.7202301025390625,-0.50457763671875,-0.5737802183799741,-0.21492863050153083,0.16426069982866268,0
16,0.797,0.3927459716796875,-0.6529541015625,-0.1856231689453125,-0.27344726378189294,-0.1949641596878778,0.5007892158740425,0
17,0.847,0.0968017578125,-0.69708251953125,-0.902374267578125,-0.3770986302422986,-0.17747564523070433,0.49987640941940253,0
18,0.897,-0.1912689208984375,-0.6583404541015625,-1.4980010986328125,-0.37876222524836617,-0.09873954604433856,0.46780862502275866,0
19,0.947,0.3250732421875,-0.5873870849609375,-0.6256256103515625,-0.7290351868022069,-0.04438887151531605,0.35424070181190015,0
20,0.996,0.4525299072265625,-0.508758544921875,-0.33935546875,-0.5549074632055369,-0.026153284597338046,0.5948264379461345,0
21,1.046,0.4039764404296875,-0.550445556640625,-0.20404052734375,-0.347571696703177,-0.07399403904877933,0.5668931613410824,0
22,1.096,0.189178466796875,-0.7302398681640625,-0.519561767578125,-0.579731328103343,-0.17055864019630762,0.20653567213547333,0
