index,time,acc x,acc y,acc z,sin ori x,sin ori y,sin ori z,user input
0,0,0.2629241943359375,-0.5792388916015625,-0.71392822265625,-0.7765544786928156,0,0.27496449136037576,0
1,0.05,0.2248077392578125,-0.6327667236328125,-0.6822662353515625,-0.7332039372834817,-0.015004538195774622,0.2348356928592509,0
2,0.1,0.20281982421875,-0.6225433349609375,-0.7744903564453125,-0.7794180142250935,-0.04190231498228039,0.19998693533193734,0
3,0.149,0.1938629150390625,-0.63592529296875,-0.7287445068359375,-0.7534604661680896,-0.06282527058401847,0.19652899471206134,0
4,0.199,0.1973876953125,-0.676422119140625,-0.6781158447265625,-0.7079903999342383,-0.057376689870681556,0.20184206068830857,0
5,0.249,0.287353515625,-0.6547088623046875,-0.6934356689453125,-0.7271191927003676,-0.05452025785493702,0.28849987340779254,0
6,0.299,0.196746826171875,-0.6549072265625,-0.704833984375,-0.7325765501977697,-0.06765809156162012,0.2003449009475821,0
7,0.349,0.198760986328125,-0.6834716796875,-0.73699951171875,-0.733232375990856,-0.1030015954903894,0.19398862135321124,0
8,0.399,0.1608734130859375,-0.6093292236328125,-0.663421630859375,-0.7364942364436705,-0.12170918084187439,0.17581104827604646,0
9,0.448,0.145965576171875,-0.6079559326171875,-0.77520751953125,-0.7868780449650636,-0.15029142373128923,0.14656308134322005,0
10,0.498,0.189239501953125,-0.553466796875,-0.8026275634765625,-0.8232460786408216,-0.16414936720739018,0.19054462060720442,0
11,0.548,0.172332763671875,-0.5482177734375,-0.8144073486328125,-0.8295599169086976,-0.1587418548173988,0.17289553490602652,0
12,0.598,0.1690521240234375,-0.533599853515625,-0.9457550048828125,-0.870940227581775,-0.10911762322421392,0.15382620260857416,0
13,0.648,0.2654571533203125,-0.565032958984375,-0.752593994140625,-0.799700268012897,-0.08364166699611032,0.27147918456874315,0
14,0.698,0.183624267578125,-0.5724334716796875,-0.8317413330078125,-0.8237591765736424,-0.10181949911039305,0.1789272075073025,0
15,0.747,0.1335906982421875,-0.6265411376953125,-0.771484375,-0.7762567467307192,-0.13297566170630584,0.13321897554284454,0
16,0.797,0.0385589599609375,-0.6094207763671875,-0.93792724609375,-0.7743119995801574,-0.17720693002148874,0.10499554467042105,0
17,0.847,0.1996612548828125,-0.446807861328125,-0.9481353759765625,-0.9045882818294225,-0.15819774502983905,0.1871261220633412,0
18,0.897,0.2107086181640625,-0.4859466552734375,-0.921417236328125,-0.8845261344535087,-0.129841440899223,0.1982572989814371,0
19,0.947,0.22625732421875,-0.5243377685546875,-0.8309173583984375,-0.8456966053257392,-0.07853454514589743,0.22440839588339093,0
20,0.997,0.2013702392578125,-0.6229095458984375,-0.646331787109375,-0.7200329515546566,-0.0029173817079981876,0.21889219647160982,0
21,1.046,0.1441802978515625,-0.718505859375,-0.5769500732421875,-0.626113649474884,0.0039174069106582025,0.1545854992560829,0
22,1.096,0.084991455078125,-0.7440338134765625,-0.5915985107421875,-0.6223646852537666,-0.033257760912037054,0.08905618212824337,0
23,1.146,0.1566009521484375,-0.681854248046875,-0.6748046875,-0.7034229697803919,-0.04674479288571238,0.1611098363497714,0
24,1.196,0.0921630859375,-0.68218994140625,-0.811248779296875,-0.7653604742843709,-0.04052327810496935,0.08662304821555124,0
25,1.246,0.212127685546875,-0.60614013671875,-0.7675933837890625,-0.7848104789095862,-0.04083405124482857,0.21195780340575796,0
26,1.296,0.25439453125,-0.58984375,-0.6212005615234375,-0.7251724114986222,-0.03097097939392359,0.2846847666887545,0
27,1.345,0.155609130859375,-0.5621337890625,-0.7337188720703125,-0.7938069259584504,-0.016829652145632364,0.1660165351504158,0
28,1.395,0.189422607421875,-0.52459716796875,-1.0042877197265625,-0.8136671760117394,-0.01305927927410446,0.1441784658199465,0
29,1.445,0.3317413330078125,-0.4654693603515625,-1.074371337890625,-0.8142376974213785,0.03678056638820919,0.13474572180909555,0
30,1.495,0.35205078125,-0.53302001953125,-0.7828521728515625,-0.8265922308949545,0.09205162092114808,0.34842723143663173,0
31,1.545,0.374603271484375,-0.53509521484375,-0.6877288818359375,-0.7892437708102933,0.13156067943331073,0.3949486955044542,0
32,1.595,0.3647613525390625,-0.532806396484375,-0.6385040283203125,-0.7677954833834418,0.15820075306983605,0.4016813333074053,0
33,1.645,0.42315673828125,-0.5277252197265625,-0.587554931640625,-0.7439701041794534,0.167801743226357,0.47228481407252987,0
34,1.694,0.393310546875,-0.5078277587890625,-0.7120819091796875,-0.8141670447652731,0.1635730972618847,0.4101342040552257,0
35,1.744,0.392120361328125,-0.526336669921875,-0.7680206298828125,-0.8248821326835062,0.15599306675214647,0.38813443526701197,0
36,1.794,0.3948822021484375,-0.5313568115234375,-0.8444671630859375,-0.846388593380517,0.1390323571941415,0.3680061276125636,0
