index,time,acc x,acc y,acc z,sin ori x,sin ori y,sin ori z,user input
0,0,-0.12969970703125,-0.5925750732421875,-0.872528076171875,-0.8272543706836631,0,-0.12205051708154524,0
1,0.05,-0.1904754638671875,-0.6117095947265625,-0.84197998046875,-0.8090282658507475,-0.026515344189097494,-0.18003063937843602,0
2,0.1,-0.235137939453125,-0.6856231689453125,-0.869720458984375,-0.7929275256251875,-0.059958389330037734,-0.18156697342221748,0
3,0.15,-0.2131195068359375,-0.6644439697265625,-0.7241058349609375,-0.7368092391324248,-0.07061651697982785,-0.21193230516948114,0
4,0.199,-0.221527099609375,-0.709747314453125,-0.8302764892578125,-0.7182366713291478,-0.09924440709795894,-0.2188968986916488,0
5,0.249,-0.3399505615234375,-0.7259979248046875,-0.758575439453125,-0.6997289715884,-0.11233685403397123,-0.25143260656890065,0
6,0.299,-0.0550079345703125,-0.6762237548828125,-0.57623291015625,-0.6485906710294679,-0.15277155932844502,-0.061796963306254026,0
7,0.349,-0.220428466796875,-0.633087158203125,-0.659515380859375,-0.7214133366190173,-0.22860141037982318,-0.23439909710074852,0
8,0.399,-0.229827880859375,-0.655364990234375,-0.5881805419921875,-0.667930167493451,-0.3131192112453216,-0.2525305942105705,0
9,0.449,-0.2640533447265625,-0.5833740234375,-0.65142822265625,-0.7449473405121552,-0.33158350358304367,-0.2890695886782773,0
10,0.498,-0.3962249755859375,-0.7449951171875,-0.6157073974609375,-0.6370515666862514,-0.31630225233349146,-0.37932202977139823,0
11,0.548,-0.446868896484375,-0.787872314453125,-0.7104644775390625,-0.6625325870469454,-0.2172769898735492,-0.37286989035545737,0
12,0.598,-0.21490478515625,-0.7699737548828125,-0.5679473876953125,-0.5936042507851476,-0.12929975308637184,-0.21915282728787167,0
13,0.648,-0.1024932861328125,-0.6799468994140625,-0.7633056640625,-0.7467031120441462,-0.0886145855199515,-0.09976376756675599,0
14,0.698,-0.1267242431640625,-0.697509765625,-0.6511077880859375,-0.682373515963584,-0.09927888416334794,-0.13165345058925268,0
15,0.748,-0.227935791015625,-0.7361907958984375,-0.7949676513671875,-0.6766604980699363,-0.11028623404469967,-0.12561783633991597,0
16,0.797,-0.229705810546875,-0.7581329345703125,-0.749176025390625,-0.702892517965905,-0.09549605141731521,-0.2106776629072176,0
17,0.847,-0.1372222900390625,-0.7298431396484375,-0.4918060302734375,-0.5588184701943728,-0.10488422454271039,-0.15405849233044203,0
18,0.897,-0.0886383056640625,-0.6902313232421875,-0.5047760009765625,-0.5903033323651806,-0.13993466604411536,-0.10310440891771232,0
19,0.947,-0.3968963623046875,-0.797119140625,-1.0498046875,-0.5463370021151241,-0.18369630974305254,-0.09912619634126704,0
20,0.997,-0.26861572265625,-0.798187255859375,-0.7850189208984375,-0.43418703510425033,-0.2075406729874189,-0.11184309870060363,0
21,1.047,0.150604248046875,-0.5310821533203125,-0.139678955078125,-0.25435789144290566,-0.2457282024208345,0.26448671178237654,0
22,1.096,-0.0933685302734375,-0.78814697265625,0.306671142578125,0.362620392627423,-0.3142070066913802,-0.10973598823826264,0
23,1.146,-1.217681884765625,-1.6862640380859375,-0.7743072509765625,0.39627478040612923,-0.3212944114373977,-0.12755928912400313,0
24,1.196,-0.851104736328125,-1.8243255615234375,-0.979461669921875,0.5742492188705263,-0.34831768284267556,-0.22540248560193235,0
25,1.246,0.252960205078125,-1.43072509765625,0.489959716796875,0.7343285719584383,-0.39672910026453795,-0.3235218183840091,0
26,1.296,1.253814697265625,-0.8328399658203125,0.0785369873046875,0.9311569975701306,-0.4911803833049,-0.4348416232344172,0
27,1.495,-2.7789459228515625,-1.7698974609375,-1.0413970947265625,0.7303609095090073,-0.3066709297250845,-0.042321111758740815,0
28,1.545,-2.2886199951171875,0.1444091796875,1.321990966796875,0.5668028681165191,-0.34460273912517,-0.23250458678633268,1
29,1.595,-0.7255859375,0.2590789794921875,-0.0778350830078125,-0.2877256263608478,-0.4410904937645239,-0.9369967095446041,0
30,1.645,-0.0702667236328125,-0.4091644287109375,1.04083251953125,-0.15191529499770542,-0.45989146684878796,-0.9666722854168732,0
31,1.694,0.627349853515625,-0.260040283203125,0.767608642578125,0.9471281504435785,-0.4377040672824974,0.6121107429834008,0
32,1.744,0.8842010498046875,-0.410064697265625,1.0581207275390625,0.8992911329189972,-0.43754461071426787,0.6083904637790521,0
33,1.794,0.435638427734375,-0.4941558837890625,0.722991943359375,0.8255853866676792,-0.43738514038550613,0.4453905180701288,0
34,1.844,0.5370025634765625,-0.214263916015625,0.598297119140625,0.941449302309914,-0.4278821352337339,0.6454282109332894,0
35,1.894,0.4887847900390625,-0.4773406982421875,0.222991943359375,0.4232485115443045,-0.3879300882264503,0.680121766236558,0
36,1.944,0.08258056640625,-1.0926513671875,-0.76025390625,0.17959408797287818,-0.3920435841107806,0.6910204349502815,0
37,1.993,0.066925048828125,-1.69561767578125,-1.8973236083984375,0.2448989532443394,-0.42239626864547564,0.6906446534212877,0
38,2.043,0.324920654296875,-1.3601837158203125,-0.1331634521484375,0.25996595668876143,-0.3823015798197895,0.6692827128678299,0
39,2.093,0.2958526611328125,-0.944976806640625,0.0067901611328125,0.007185346558268892,-0.3519001462258181,0.29877156647161124,0
40,2.143,0.233978271484375,-0.7337188720703125,0.268096923828125,0.34320123786144274,-0.34666440977782403,0.2869300787293519,0
41,2.193,0.1955108642578125,-0.6793670654296875,0.5693359375,0.6423103418007859,-0.399411730068003,0.21539303851405028,0
42,2.243,-0.36444091796875,-1.164306640625,-0.228546142578125,0.6469223253932824,-0.514308805949441,0.24901616280000136,0
43,2.293,-0.5015869140625,-1.3373565673828125,-0.78851318359375,0.714013260065511,-0.5624652804504513,0.22926764344788675,0
44,2.342,0.341033935546875,-0.7732086181640625,-0.05810546875,-0.0749372027417869,-0.5518979224493781,0.402602968267237,0
45,2.392,0.82781982421875,-0.327117919921875,0.561614990234375,0.8641074000439869,-0.6261357162850694,0.7865459855954842,0
46,2.442,0.125396728515625,-0.8351593017578125,0.337615966796875,0.37478762661938586,-0.6729138839245102,0.13787355036939108,0
47,2.492,-1.0935821533203125,-1.7616729736328125,-0.7933807373046875,0.34158534599953577,-0.7171432838874647,0.2347218032730024,0
48,2.542,-0.32080078125,-1.2410125732421875,-0.20220947265625,0.31931950251284624,-0.6517748481324885,0.177795061322752,0
49,2.592,0.454681396484375,-0.57379150390625,-0.022003173828125,-0.038318820968367064,-0.5964563924594328,0.6207834510400457,0
