index,time,acc x,acc y,acc z,sin ori x,sin ori y,sin ori z
0,0,0.2787628173828125,-0.0785064697265625,-0.869049072265625,-0.9959445027389799,0,0.30431492885247174
1,0.05,0.378173828125,-0.0528411865234375,-0.9430389404296875,-0.9984338452137252,0.034539468369541866,0.378173828125
2,0.1,0.25189208984375,0.023681640625,-0.9955291748046875,-0.9997171857255972,-0.027538674002621093,0.25189208984375
3,0.149,0.0691986083984375,0.0235137939453125,-0.95086669921875,-0.9996943833453359,-0.09781174921232569,0.0691986083984375
4,0.199,0.1046905517578125,-0.0102081298828125,-0.87860107421875,-0.9999325106956407,-0.08968240021632377,0.1046905517578125
5,0.249,0.1439361572265625,-0.12139892578125,-0.993560791015625,-0.9926178823081228,-0.15053379375046502,0.1439361572265625
6,0.299,0.0570220947265625,-0.0584564208984375,-0.964447021484375,-0.9981681787485893,-0.16726914633241563,0.0570220947265625
7,0.349,0.172821044921875,-0.036102294921875,-1.0129547119140625,-0.999365478913573,-0.12294888721281817,0.172821044921875
8,0.399,0.1013336181640625,-0.05316162109375,-1.1714630126953125,-0.9989718910994514,-0.14377085181624624,0.1013336181640625
9,0.448,0.191619873046875,-0.1341552734375,-0.9696044921875,-0.9905634159939245,-0.17461745219893487,0.191619873046875
10,0.498,0.1532745361328125,-0.1143646240234375,-0.986541748046875,-0.9933476973935234,-0.17852052681062328,0.1532745361328125
11,0.548,0.1551666259765625,-0.0916900634765625,-0.969757080078125,-0.9955599416404634,-0.18866643684629267,0.1551666259765625
12,0.598,0.0900115966796875,-0.0732574462890625,-1.1362762451171875,-0.997928168703203,-0.23018663833398278,0.0900115966796875
13,0.648,-0.0590057373046875,0.0147552490234375,-1.0381317138671875,-0.9998990067427966,-0.2638473562729698,-0.0590057373046875
14,0.698,0.1485595703125,-0.20123291015625,-0.828277587890625,-0.9717322346175544,-0.2679007725977773,0.1485595703125
15,0.747,0.114959716796875,-0.0468292236328125,-0.85955810546875,-0.9985192287638686,-0.2373669426361171,0.114959716796875
16,0.797,-0.01806640625,-0.03814697265625,-0.90411376953125,-0.9991110760432192,-0.2866203943645873,-0.01806640625
17,0.847,-0.1048583984375,-0.0298614501953125,-1.0715789794921875,-0.9996119474228248,-0.34374925909793747,-0.1048583984375
18,0.897,0.0048828125,-0.2129669189453125,-1.03656005859375,-0.979539552629597,-0.372314683719404,0.0048828125
19,0.947,0.166046142578125,-0.167816162109375,-0.797149658203125,-0.9785509774021631,-0.3656050724801427,0.166046142578125
20,0.997,-0.0787506103515625,-0.122222900390625,-1.201171875,-0.9855719161758356,-0.43074738803142626,0.22729448397446025
21,1.046,-0.421051025390625,-0.1199951171875,-0.9799652099609375,-0.9925864647985102,-0.4904315526366609,-0.421051025390625
22,1.096,-0.22760009765625,0.0778656005859375,-0.81903076171875,-0.9955112131026751,-0.4585373223013743,-0.22760009765625
23,1.146,-0.166015625,0.125091552734375,-0.9794158935546875,-0.9919421781952553,-0.4061191885128915,-0.166015625
24,1.196,-0.06060791015625,-0.079193115234375,-0.87591552734375,-0.9959377392815938,-0.46784814334233765,-0.06060791015625
25,1.246,-0.3853607177734375,-0.3139495849609375,-0.934844970703125,-0.9479706933573624,-0.5414153525791762,-0.3853607177734375
