index,time,acc x,acc y,acc z,ori x,ori z,punch
0,0,-0.4052886962890625,-0.607330322265625,-1.1887664794921875,-0.8905140330333292,-0.2905108870982095,None
1,0.05,-0.1536712646484375,-0.5731658935546875,-0.8338775634765625,-0.8240995594195858,0.15014766934553644,None
2,0.1,-0.2193756103515625,-0.61822509765625,-0.68328857421875,-0.7415295022151556,0.23160130258634026,None
3,0.15,-0.10040283203125,-0.621978759765625,-0.4101104736328125,-0.550472363314235,0.1335587057199291,None
4,0.199,0.0348663330078125,-0.5812835693359375,-0.488037109375,-0.6430058320851174,-0.04588921035477008,None
5,0.249,-0.001708984375,-0.6461639404296875,-0.4878082275390625,-0.6025149673515228,0.002110842566411948,None
6,0.299,-0.2944793701171875,-0.772613525390625,-0.9808197021484375,-0.600904631808474,-0.009527291733514628,None
7,0.349,-0.266510009765625,-0.7830047607421875,-1.1516571044921875,-0.5383533038656421,-0.0376555207945095,None
8,0.399,-0.1389312744140625,-0.7260894775390625,-0.7193756103515625,-0.7038148338188516,0.13468751770580242,None
9,0.449,0.0513153076171875,-0.6908416748046875,-0.355926513671875,-0.45799561611581857,-0.06588752480690296,None
10,0.499,-0.135223388671875,-0.70941162109375,-0.4781646728515625,-0.5589201198616643,0.15612257190882334,None
11,0.548,-0.5121307373046875,-0.961700439453125,-0.2438507080078125,-0.5274074898849733,0.17866193666501515,None
12,0.598,-0.580352783203125,-1.0345001220703125,-0.4451751708984375,-0.5385546706619341,0.1472393929885773,None
13,0.648,-0.130157470703125,-0.816680908203125,-0.29742431640625,-0.3421997325965264,0.14810046807050206,None
14,0.698,0.207733154296875,-0.60321044921875,-0.03277587890625,-0.05425569556536351,-0.32518293760951344,None
15,0.748,0.1849517822265625,-0.7040557861328125,-0.2488555908203125,-0.3332551025413241,-0.2404139882021125,None
16,0.847,-0.6837005615234375,-2.0963897705078125,-0.202789306640625,-0.1334489361756942,-0.275287192584796,None
17,0.897,0.6513519287109375,-0.8474578857421875,-0.040863037109375,-0.04816241250777968,-0.6089491873507685,None
18,1.001,2.3611602783203125,1.673797607421875,0.16033935546875,0.26287467996703695,-0.6472718535504436,None
19,1.166,-1.7053985595703125,1.219573974609375,2.2072601318359375,0.1802166201202649,-0.8064516118038904,Straight
20,1.216,-1.965087890625,0.4433441162109375,0.9097747802734375,-0.0028984334140742933,-0.8966898053999935,None
21,1.266,-0.1079864501953125,-0.2389068603515625,0.67047119140625,-0.21178927233328548,-0.9633069244569038,None
22,1.316,-0.0205078125,-0.592193603515625,0.70025634765625,0.7635642286821241,0.02235626764907858,None
23,1.366,0.9633331298828125,-0.295745849609375,0.701446533203125,0.6951911533025502,-0.14549097306162495,None
24,1.416,0.9158172607421875,-0.3357391357421875,-0.06689453125,0.6109550974986881,-0.2402231860191584,None
25,1.465,1.066009521484375,-0.335968017578125,0.323089599609375,0.6518881109297098,-0.28521391465796786,None
26,1.515,0.7913818359375,-0.435699462890625,0.8508148193359375,0.6777595040107971,-0.2812908576153881,None
27,1.565,0.7096099853515625,-0.589019775390625,0.519195556640625,0.661243620996858,-0.6705020511921638,None
28,1.615,0.226226806640625,-0.6555023193359375,0.347198486328125,0.4680644518193434,-0.29171531554720276,None
29,1.665,0.449676513671875,-0.6709442138671875,0.7821502685546875,0.4905835635537455,-0.26229310814087203,None
30,1.715,0.183929443359375,-0.952423095703125,0.2905426025390625,0.29178169388749764,-0.1816411206599716,None
31,1.824,0.0005645751953125,-2.1744384765625,0.1674957275390625,0.26703407771638404,-0.2581478183765236,None
32,1.874,2.1620635986328125,-0.303131103515625,0.927215576171875,0.37286593328485435,-0.4084309962207639,None
33,1.938,4.8693695068359375,0.979766845703125,-0.316864013671875,0.5338539993619389,-0.5569756879285361,None
34,2.143,-2.362823486328125,1.78997802734375,-1.2195892333984375,0.42437995690871255,-0.7153279844025051,None
35,2.193,-0.4977264404296875,-0.37677001953125,1.090057373046875,0.30829684211543296,-0.8433282992198393,Straight
36,2.243,0.919769287109375,-0.212921142578125,-0.218719482421875,0.21492541137040266,-0.888740138142067,None
37,2.293,1.4971923828125,-0.4317474365234375,1.031158447265625,0.13738676955858442,-0.9040886472793442,None
38,2.343,1.195159912109375,-0.505462646484375,0.2987823486328125,0.058995630464642276,-0.9183516197350412,None
39,2.392,1.099884033203125,-0.3714599609375,0.8899688720703125,0.14181741138146084,-0.9214459238458754,None
40,2.442,0.845123291015625,-0.7192535400390625,1.0301055908203125,0.1017928506358423,-0.9064278774650678,None
41,2.492,0.625579833984375,-1.02886962890625,0.875030517578125,0.10993973476266466,-0.8923104293874077,None
42,2.542,0.51654052734375,-0.8265228271484375,0.699371337890625,0.12660270108213434,-0.8889711630664995,None
43,2.592,0.6320648193359375,-0.1880035400390625,0.2412261962890625,0.08082614624380706,-0.8710476516700267,None
44,2.642,0.687774658203125,0.0977020263671875,0.356658935546875,0.058427300264976875,-0.85094831057196,None
45,2.692,0.2177276611328125,-0.1446075439453125,0.4281768798828125,-0.0375998171287789,-0.8044068732347992,None
46,2.741,-0.9344329833984375,-2.314605712890625,0.235565185546875,-0.06590146212978376,-0.7708630186550962,None
47,2.801,0.9153900146484375,-2.43939208984375,1.3519744873046875,-0.13483879228495776,-0.8459844320019986,None
48,3.09,-2.373443603515625,1.932037353515625,-0.9216766357421875,-0.2480914615488638,-0.9488571979772841,None
49,3.14,-0.1062774658203125,-0.0353851318359375,0.9864654541015625,-0.35375079133864673,-0.9724731688019147,Straight
50,3.19,0.8138275146484375,-0.1942596435546875,0.4183502197265625,-0.42117264668937576,-0.9854337459193463,None
51,3.24,1.2504425048828125,-0.8961639404296875,0.3097991943359375,-0.47373787961100317,-0.9857736884082471,None
52,3.29,1.3533782958984375,-0.36578369140625,1.0372772216796875,-0.5143501722631711,-0.9924406830164212,None
53,3.339,0.977294921875,-0.5760650634765625,0.588897705078125,-0.5001562315936301,-0.9797754312472917,None
54,3.389,0.2626190185546875,-1.092529296875,1.372314453125,-0.4762300865225602,-0.9724316440069091,None
55,3.439,0.3555755615234375,-0.892578125,0.5658416748046875,-0.5311543608588797,-0.9707420867064899,None
56,3.489,0.7134552001953125,-0.5167694091796875,0.2854766845703125,0.48354803317992284,-0.770429600669831,None
57,3.539,0.8247833251953125,-0.2868194580078125,0.3985443115234375,0.47234824595504343,-0.767955251369516,None
58,3.589,0.7314300537109375,-0.0986480712890625,0.311798095703125,0.45966448261994775,-0.7244319630795322,None
59,3.638,0.3860931396484375,-0.3798370361328125,0.5402374267578125,0.41140196017302105,-0.6748488295570402,None
60,3.758,1.3694000244140625,-2.3012847900390625,0.7173919677734375,0.35915445183457095,-0.7965655409061114,None
61,4.027,-2.8655548095703125,2.0088348388671875,-0.847198486328125,0.20972100406653738,-0.9061093086849359,None
62,4.077,1.0863037109375,-0.407684326171875,0.647613525390625,0.13177452801552383,-0.9704721872222986,Straight
63,4.127,1.097564697265625,-0.537139892578125,0.6092987060546875,0.05197131159424236,-0.9823178810227022,None
64,4.177,1.6497344970703125,-0.6247711181640625,0.8783111572265625,-0.0005630542715257906,-0.9889521304103656,None
65,4.227,1.4738311767578125,-0.4712982177734375,0.9388275146484375,-0.03080726808789887,-0.9885894183492745,None
66,4.276,0.8949127197265625,-0.2391815185546875,0.6204986572265625,-0.02814626338000727,-0.9868322036520635,None
67,4.326,0.67156982421875,-0.6457977294921875,1.010284423828125,-0.03721659831909582,-0.9757520013406684,None
68,4.376,0.2866058349609375,-1.1751556396484375,0.40771484375,-0.05536377255493581,-0.9669042867569987,None
69,4.426,0.1581878662109375,-1.0033111572265625,0.4571685791015625,-0.052196778703879544,-0.9552104708092267,None
70,4.476,0.7626190185546875,0.0680694580078125,0.2599945068359375,-0.08068337087084339,-0.9663262376283991,None
71,4.526,0.830810546875,0.4517974853515625,-0.1121063232421875,-0.1519295312885526,-0.964309160523515,None
72,4.575,0.266998291015625,-0.75006103515625,0.2600555419921875,0.3275818796978502,-0.31878068818032484,None
73,4.675,1.3310699462890625,-2.2590484619140625,1.0814666748046875,0.28011796537395633,-0.4121210502851848,None
74,4.974,-2.5907135009765625,0.1336212158203125,0.7289886474609375,0.22778205814810193,-0.5831421773235795,Straight
75,5.024,0.850799560546875,-0.2369232177734375,0.9925384521484375,0.17144111561380165,-0.7457642824849956,None
76,5.074,1.5295867919921875,-0.0185546875,0.3830108642578125,0.09525154785323571,-0.7938162220296263,None
77,5.124,1.4251556396484375,-0.412750244140625,0.794708251953125,0.0894849511983003,-0.7841816383840797,None
78,5.174,0.9649810791015625,-0.2140655517578125,0.822601318359375,0.06187201180516353,-0.7394390518038125,None
79,5.223,0.4273223876953125,-0.48065185546875,0.62445068359375,0.7924367940943791,-0.4766987159861641,None
80,5.273,0.631805419921875,-0.2588653564453125,0.72509765625,0.7789552484327557,-0.4343799018766945,None
81,5.323,0.351531982421875,-0.946136474609375,0.857208251953125,0.756875744117864,-0.38328712955183236,None
82,5.373,-0.2666168212890625,-1.4527435302734375,0.9338226318359375,0.7364614171019601,-0.3108503295786735,None
83,5.423,0.5176239013671875,-0.8612518310546875,0.1334686279296875,0.1531424874448461,-0.5106493136388472,None
84,5.473,0.5492095947265625,-0.4631500244140625,0.299713134765625,0.5432868301770838,-0.7055269335283642,None
85,5.522,0.792388916015625,0.105743408203125,0.1303253173828125,0.5274033575484317,-0.7074892201048542,None
86,5.572,0.7163543701171875,0.1147308349609375,0.15655517578125,0.4929716133651314,-0.6622807033718057,None
87,5.622,-0.2209014892578125,-1.557952880859375,0.1531982421875,0.42155515036857355,-0.565128949080005,None
88,5.712,0.8373870849609375,-2.5923004150390625,1.0383453369140625,0.4012259883021067,-0.6869023922014855,None
89,5.94,-8.100112915039062,-2.706512451171875,-1.5100250244140625,0.5768497969610716,-0.6878639125625093,None
90,6.011,-1.7294158935546875,2.1130218505859375,-0.3247528076171875,0.28363219167651493,-0.8371439520341303,None
91,6.061,-0.282806396484375,0.176177978515625,0.79620361328125,0.19429294663047383,-0.8963127737133064,None
92,6.111,0.2999725341796875,-0.581878662109375,1.1433258056640625,0.08352664338842296,-0.913850916096513,Straight
93,6.16,0.3437957763671875,-0.6483001708984375,0.50762939453125,0.6165071138389336,-0.385297266443074,None
94,6.21,0.3379669189453125,-0.9720611572265625,0.9607696533203125,0.41407032572245217,-0.3772051991783016,None
95,6.26,0.0654754638671875,-0.961944580078125,-0.4870452880859375,-0.45171387922362755,-0.060614062209856635,None
96,6.31,-0.183135986328125,-1.12078857421875,-0.023345947265625,-0.5336683351605586,-0.03843880859144293,None
97,6.36,-0.0980224609375,-1.103271484375,-0.0181732177734375,-0.6183318733434218,-0.037068604493163945,None
98,6.41,-0.26171875,-1.090118408203125,-0.406524658203125,-0.6944592354073835,-0.04951654752941906,None
99,6.459,-0.1049346923828125,-1.065673828125,-0.4700927734375,-0.7399132985047338,-0.08309000608867495,None
100,6.509,-0.05609130859375,-1.0584259033203125,-0.511871337890625,-0.7886099021491908,-0.11315300223492432,None
101,6.559,0.1818695068359375,-0.9662322998046875,-0.445037841796875,-0.41834856079201216,-0.1685176458879162,None
102,6.609,0.1140594482421875,-0.9291534423828125,-0.5042724609375,-0.47700044471359926,-0.10726837631595054,None
103,6.659,0.1390533447265625,-0.8626861572265625,-0.527984619140625,-0.5220168009345582,-0.13620047218119272,None
104,6.709,0.1126708984375,-0.82220458984375,-0.482330322265625,-0.5059914290589475,-0.11738095330082154,None
